data;estrategia;repeticao;r2
25/02;80/20;13;-0.22322056581027394
25/02;80/20;14;0.7242061436483052
25/02;80/20;15;0.1499889514192253
25/02;80/20;16;0.6129587773030303
25/02;80/20;17;0.15556195579328702
25/02;80/20;18;-2.3161535368323243
25/02;80/20;19;-1.271844744532285
25/02;80/20;20;-0.35209480783264335
25/02;80/20;21;-0.7028969966879015
25/02;80/20;22;0.847025316254423
25/02;80/20;23;0.3288189562591508
25/02;80/20;24;0.8754828272718777
25/02;80/20;25;0.5891930647673831
25/02;80/20;26;0.653462101922635
25/02;80/20;27;0.5848040168723514
25/02;80/20;28;-1.5770546843808266
25/02;80/20;29;0.7491249321569446
25/02;80/20;30;0.6595792291594214
25/02;80/20;31;0.45909300732894975
25/02;80/20;32;0.8302702335561939
25/02;80/20;33;0.10781735511247714
25/02;80/20;34;0.4498379550265259
25/02;80/20;35;-4.233720461551054
25/02;80/20;36;-1.3609844290644935
25/02;80/20;37;0.7286882195452078
25/02;80/20;38;0.358365985544282
25/02;80/20;39;-1.456957031321612
25/02;80/20;40;0.43612817640167645
25/02;80/20;41;-0.6162120863969898
25/02;80/20;42;0.4069995496867227
25/02;80/20;43;0.6648215909736103
25/02;80/20;44;0.5478056507199742
25/02;80/20;45;0.7289951784299831
25/02;80/20;46;0.6720288148256806
25/02;80/20;47;-2.148582531193364
25/02;80/20;48;0.7481839133151057
25/02;80/20;49;-3.293324172748826
25/02;80/20;50;0.496789644883616
25/02;80/20;51;-0.10176021853011097
25/02;80/20;52;0.6128892030832535
25/02;80/20;53;0.8009773355181316
25/02;80/20;54;-1.6724933886131135
25/02;80/20;55;-2.7419692464729852
25/02;80/20;56;0.568529175041498
25/02;80/20;57;0.5055379622699125
25/02;80/20;58;0.6377618056146075
25/02;80/20;59;-0.0015428954103544612
25/02;80/20;60;0.012096087786207299
25/02;80/20;61;0.7930277784231181
25/02;80/20;62;0.7976319218200268
25/02;80/20;63;-0.11432298372449679
25/02;80/20;64;0.5727441957292405
25/02;80/20;65;0.14452383719766648
25/02;80/20;66;0.49251305558702385
25/02;80/20;67;0.7047768130312455
25/02;80/20;68;-0.740175948993318
25/02;80/20;69;0.14551261389115844
25/02;80/20;70;-0.2520737313148178
25/02;80/20;71;-0.0014896669993773592
25/02;80/20;72;-0.16970360604363433
25/02;80/20;73;0.5590515616640491
25/02;80/20;74;-0.3206646440994363
25/02;80/20;75;0.7673318960526682
25/02;80/20;76;0.3492275126060329
25/02;80/20;77;-0.19281504625133805
25/02;80/20;78;0.5642405934838415
25/02;80/20;79;0.45410843598367046
25/02;80/20;80;0.28107414761664673
25/02;80/20;81;0.019736063400790593
25/02;80/20;82;0.623253298916049
25/02;80/20;83;0.7786455505085474
25/02;80/20;84;0.16049467927006278
25/02;80/20;85;0.5345083480052913
25/02;80/20;86;-2.488720451156321
25/02;80/20;87;-1.4673683023085125
25/02;80/20;88;0.6514461395938258
25/02;80/20;89;0.7809015528959296
25/02;80/20;90;0.1921159936520097
25/02;80/20;91;-2.1526733816648322
25/02;80/20;92;0.43737524377446757
25/02;80/20;93;0.6536438226282348
25/02;80/20;94;0.679861417312812
25/02;80/20;95;-0.7554057378657149
25/02;80/20;96;0.5389418180243686
25/02;80/20;97;-2.0156879697966774
25/02;80/20;98;0.32041014455157824
25/02;80/20;99;-0.1268408483218404
25/02;80/20;100;-0.8410643955567887
25/02;CV=4;1;0.5306162312005123
25/02;CV=5;1;0.47339024982345046
25/02;CV=5;2;0.4719032928942041
25/02;CV=5;3;0.47591195341552184
25/02;CV=5;4;0.46342218204218844
25/02;CV=5;5;0.5044482083923549
25/02;CV=5;6;0.42455291727545497
25/02;CV=5;7;0.5696953529808497
25/02;CV=5;8;0.5866190677695455
25/02;CV=5;9;0.5308701553175044
25/02;CV=5;10;0.5176110801910876
25/02;CV=5;11;0.47053579289293557
25/02;CV=5;12;0.4485331199824222
25/02;CV=5;13;0.5673490083332402
25/02;CV=5;14;0.4356989055203996
25/02;CV=5;15;0.5844449663011853
25/02;CV=5;16;0.5056728336357563
25/02;CV=5;17;0.5348769781513957
25/02;CV=5;18;0.37927612163252356
25/02;CV=5;19;0.44806312149214556
25/02;CV=5;20;0.4695573144774763
25/02;CV=5;21;0.2607754190856377
25/02;CV=5;22;0.44708019543025335
25/02;CV=5;23;0.5725400281577423
25/02;CV=5;24;0.4230976322249459
25/02;CV=5;25;0.45889037681656575
25/02;CV=5;26;0.43894464454427895
25/02;CV=5;27;0.4105954195510044
25/02;CV=5;28;0.5520908122613541
25/02;CV=5;29;0.5019561065999266
25/02;CV=5;30;0.5262635665502289
25/02;CV=5;31;0.4448685275334192
25/02;CV=5;32;0.5447279758373549
25/02;CV=5;33;0.5879291805968889
25/02;CV=5;34;0.5522132408799366
25/02;CV=5;35;0.43706721358539924
25/02;CV=5;36;0.4239194230350245
25/02;CV=5;37;0.5183894302073079
25/02;CV=5;38;0.5320709857217347
25/02;CV=5;39;0.39501551625573506
25/02;CV=5;40;0.5242304811253984
25/02;CV=5;41;0.520783467295151
25/02;CV=5;42;0.5935832747637199
25/02;CV=5;43;0.5009967687615908
25/02;CV=5;44;0.38706514653939805
25/02;CV=5;45;0.541883177298085
25/02;CV=5;46;0.37507201222464703
25/02;CV=5;47;0.4678562716789946
25/02;CV=5;48;0.48818790458556705
25/02;CV=5;49;0.4380079258807169
25/02;CV=5;50;0.5013265669094439
25/02;CV=5;51;0.4744745420942351
25/02;CV=5;52;0.44823556740161397
25/02;CV=5;53;0.458899963716781
25/02;CV=5;54;0.46138361548944684
25/02;CV=5;55;0.31166422475986644
25/02;CV=5;56;0.42024411759578395
25/02;CV=5;57;0.5346596643582829
25/02;CV=5;58;0.47046480181536443
25/02;CV=5;59;0.5055993250647413
25/02;CV=5;60;0.5169126581119694
25/02;CV=5;61;0.5283767036475742
25/02;CV=5;62;0.43336779050487206
25/02;CV=5;63;0.5290611364815891
25/02;CV=5;64;0.5972985056627862
25/02;CV=5;65;0.5103930968336605
25/02;CV=5;66;0.3929348182540895
25/02;CV=5;67;0.41053409128443175
25/02;CV=5;68;0.484600592521532
25/02;CV=5;69;0.4772882358961634
25/02;CV=5;70;0.4903402188644187
25/02;CV=5;71;0.4310433088540443
25/02;CV=5;72;0.4670551914691836
25/02;CV=5;73;0.4309738690128735
25/02;CV=5;74;0.40566295073019487
25/02;CV=5;75;0.4346086545643634
25/02;CV=5;76;0.44689992752697283
25/02;CV=5;77;0.5588985099109149
25/02;CV=5;78;0.3745278692963748
25/02;CV=5;79;0.5327656933057663
25/02;CV=5;80;0.47184360617562393
25/02;CV=5;81;0.6026734094754713
25/02;CV=5;82;0.48085157128102296
25/02;CV=5;83;0.5522555921640264
25/02;CV=5;84;0.4514073911070847
25/02;CV=5;85;0.3759456087869031
25/02;CV=5;86;0.44839223485764057
25/02;CV=5;87;0.4306907337246284
25/02;CV=5;88;0.49728809861111933
25/02;CV=5;89;0.49668205426668033
25/02;CV=5;90;0.48515219018032574
25/02;CV=5;91;0.43964388430843226
25/02;CV=5;92;0.507851191212664
25/02;CV=5;93;0.4254500899827347
25/02;CV=5;94;0.4024631788610682
25/02;CV=5;95;0.5302598252993024
25/02;CV=5;96;0.50390201372256
25/02;CV=5;97;0.38993980129714356
25/02;CV=5;98;0.35563604786993874
25/02;CV=5;99;0.5079740181528206
25/02;CV=5;100;0.3610010563413578
26/02;70/30;1;-0.7149445233077814
26/02;70/30;2;-2.82151726277691
26/02;70/30;3;0.3465912336036764
26/02;70/30;4;-5.236139925684456
26/02;70/30;5;-1.6985310156406426
26/02;70/30;6;0.3713831599275714
26/02;70/30;7;-0.037145664815830814
26/02;70/30;8;-0.3872925502549067
26/02;70/30;9;-1.364467053599859
26/02;70/30;10;0.34336397476352465
26/02;70/30;11;-0.2251237470732923
26/02;70/30;12;-0.07147391272337611
26/02;70/30;13;-1.0665525532649247
26/02;70/30;14;0.1715457624529222
26/02;70/30;15;-0.5986739924310245
26/02;70/30;16;0.228211388162041
26/02;70/30;17;-0.7677043715507765
26/02;70/30;18;-0.06832751060525522
26/02;70/30;19;-0.1461869123630788
26/02;70/30;20;0.11295579164870717
26/02;70/30;21;0.12701541244772074
26/02;70/30;22;0.032368525220507816
26/02;70/30;23;0.1793428069219929
26/02;70/30;24;-0.652065729034689
26/02;70/30;25;0.01331738801781479
26/02;70/30;26;0.09941651007202112
26/02;70/30;27;-0.09981323406285014
26/02;70/30;28;-0.26210014752681565
26/02;70/30;29;-0.42151083499177644
26/02;70/30;30;0.06479932610280614
26/02;70/30;31;0.2318290983474527
26/02;70/30;32;-0.10649647783516225
26/02;70/30;33;-2.3841905181445724
26/02;70/30;34;-1.1811707304209182
26/02;70/30;35;-0.4550400246558559
26/02;70/30;36;0.47851344361235915
26/02;70/30;37;0.2943724531443894
26/02;70/30;38;-3.2440749586569906
26/02;70/30;39;-0.3552228134641302
26/02;70/30;40;-0.12402195155809492
26/02;70/30;41;0.06473269426807227
26/02;70/30;42;-8.141007175878256
26/02;70/30;43;0.05360600653037706
26/02;70/30;44;-0.3076535981389843
26/02;70/30;45;0.12716087450947733
26/02;70/30;46;0.14783926137073966
26/02;70/30;47;-0.7984879033847954
26/02;70/30;48;0.04545156326833755
26/02;70/30;49;-13.839214531993433
26/02;70/30;50;-0.4583549702015046
26/02;70/30;51;-1.4373225608531768
26/02;70/30;52;-0.14943019217402442
26/02;70/30;53;-1.5621477470306186
26/02;70/30;54;-4.981297384955873
26/02;70/30;55;0.0698703397391669
26/02;70/30;56;0.3653108738825641
26/02;70/30;57;-0.12758559123169588
26/02;70/30;58;-0.0987621254992781
26/02;70/30;59;-0.4095679209900376
26/02;70/30;60;0.1089957944098191
26/02;70/30;61;-1.5137821313249207
26/02;70/30;62;-0.8641294154435843
26/02;70/30;63;-0.1261713057890792
26/02;70/30;64;-0.6542278083562878
26/02;70/30;65;-0.168575402430595
26/02;70/30;66;-0.5523891945877553
26/02;70/30;67;-0.613035499469244
26/02;70/30;68;-7.164318108747132
26/02;70/30;69;0.06310586452903422
26/02;70/30;70;-0.34840874653936504
26/02;70/30;71;-0.184548095300608
26/02;70/30;72;-0.8075195138508329
26/02;70/30;73;0.07775069006393887
26/02;70/30;74;-0.7847535343950762
26/02;70/30;75;-0.3164299081539734
26/02;70/30;76;0.2442313022226016
26/02;70/30;77;0.12943367559053232
26/02;70/30;78;-0.4911058576555767
26/02;70/30;79;-0.2988530844923831
26/02;70/30;80;-0.8642429820800879
26/02;70/30;81;-1.4573094498784123
26/02;70/30;82;-0.6816393813907073
26/02;70/30;83;0.1609063460152631
26/02;70/30;84;-2.8737158052468716
26/02;70/30;85;-1.2851170204277267
26/02;70/30;86;-5.814440154829791
26/02;70/30;87;-0.71635232166816
26/02;70/30;88;-0.008863868282460219
26/02;70/30;89;0.2641636972501272
26/02;70/30;90;0.0688871331861346
26/02;70/30;91;-2.685886159673822
26/02;70/30;92;0.24222291078758307
26/02;70/30;93;0.08264573846514456
26/02;70/30;94;0.17525199113890944
26/02;70/30;95;-2.1991530067306533
26/02;70/30;96;0.18235159987002203
26/02;70/30;97;-3.6691614905028977
26/02;70/30;98;0.3372170955424303
26/02;70/30;99;-4.181015090670621
26/02;70/30;100;-0.05141116791228484
26/02;80/20;1;0.15962301329398465
26/02;80/20;2;-0.05209296785261097
26/02;80/20;3;0.10142561846176834
26/02;80/20;4;-0.2649433710837359
26/02;80/20;5;0.004394196461822264
26/02;80/20;6;-0.012461147654580396
26/02;80/20;7;-0.01713710168532856
26/02;80/20;8;0.6613476768298594
26/02;80/20;9;-2.415304840699415
26/02;80/20;10;0.17314578781428214
26/02;80/20;11;0.2277027989486491
26/02;80/20;12;-0.04571768684475397
26/02;80/20;13;-0.5526465771843272
26/02;80/20;14;0.23086544782803653
26/02;80/20;15;-0.5915981126776881
26/02;80/20;16;0.6346274015338983
26/02;80/20;17;-3.475366039480911
26/02;80/20;18;-8.537330827755351
26/02;80/20;19;-0.6444033262493583
26/02;80/20;20;-1.1640234589830865
26/02;80/20;21;-0.9580687912648811
26/02;80/20;22;-0.028002066673606496
26/02;80/20;23;0.3184073668363804
26/02;80/20;24;-0.23943604171203248
26/02;80/20;25;0.09560247196166227
26/02;80/20;26;0.19488057350958554
26/02;80/20;27;-1.264404982453112
26/02;80/20;28;-21.551648487407135
26/02;80/20;29;0.5380445350306664
26/02;80/20;30;-0.5336423218022732
26/02;80/20;31;0.3648975449306632
26/02;80/20;32;-0.22786649464575004
26/02;80/20;33;-2.2520040016649756
26/02;80/20;34;-0.881196283538026
26/02;80/20;35;-1.9966822702384293
26/02;80/20;36;-2.558476838244748
26/02;80/20;37;0.3261899231038501
26/02;80/20;38;-0.10322831605631277
26/02;80/20;39;-0.5384982195733434
26/02;80/20;40;0.06742330075087699
26/02;80/20;41;-0.6853369563839027
26/02;80/20;42;-4.554023461689113
26/02;80/20;43;-0.6837357674753626
26/02;80/20;44;0.20181549167416934
26/02;80/20;45;-0.07217230220673576
26/02;80/20;46;-0.15052478417299753
26/02;80/20;47;-0.7108318507934364
26/02;80/20;48;0.3330651658259618
26/02;80/20;49;-62.803912980823064
26/02;80/20;50;0.48039830136322303
26/02;80/20;51;-8.6148461433053
26/02;80/20;52;-0.13974660227304692
26/02;80/20;53;0.2156541754902913
26/02;80/20;54;-6.851115845675621
26/02;80/20;55;-1.4033510501422888
26/02;80/20;56;0.3664536124875981
26/02;80/20;57;0.10277156507307961
26/02;80/20;58;0.17089780158184265
26/02;80/20;59;-0.4231441809827199
26/02;80/20;60;-1.064874567470969
26/02;80/20;61;-1.7156345762795047
26/02;80/20;62;-0.13280103003462984
26/02;80/20;63;-6.8387811370326155
26/02;80/20;64;-0.4416333396557446
26/02;80/20;65;-0.19064283302823326
26/02;80/20;66;-0.09453528911065501
26/02;80/20;67;-0.7553257325438496
26/02;80/20;68;-8.53560459514065
26/02;80/20;69;0.00489639261756003
26/02;80/20;70;-1.0254870224781891
26/02;80/20;71;-0.0712668960489724
26/02;80/20;72;-0.42635906828637227
26/02;80/20;73;0.25862072453545637
26/02;80/20;74;-1.9842066466284618
26/02;80/20;75;-0.05399088754446746
26/02;80/20;76;-0.005804495812927524
26/02;80/20;77;-1.3680195223906972
26/02;80/20;78;-0.16308531944031435
26/02;80/20;79;-0.12722716617199192
26/02;80/20;80;0.28640165301548404
26/02;80/20;81;-2.392221938610656
26/02;80/20;82;-0.45846178853679365
26/02;80/20;83;0.5114763223660117
26/02;80/20;84;-4.542947308061803
26/02;80/20;85;-1.2821764038623717
26/02;80/20;86;-24.32519553333056
26/02;80/20;87;-8.431263923445101
26/02;80/20;88;0.0614696306051421
26/02;80/20;89;-0.8375738230952718
26/02;80/20;90;-0.1236553523238646
26/02;80/20;91;0.5325448842077855
26/02;80/20;92;0.033553100423350024
26/02;80/20;93;-0.31852236329253114
26/02;80/20;94;-0.18197606948815337
26/02;80/20;95;-4.285162976288329
26/02;80/20;96;0.27156144468437027
26/02;80/20;97;-2.6979272404868744
26/02;80/20;98;-0.44691517249860335
26/02;80/20;99;-5.101972254393106
26/02;80/20;100;-2.1360791123605956
26/02;CV=4;1;0.10009111601136111
26/02;CV=5;1;-0.25186631340281584
26/02;CV=5;2;-0.09852177329007028
26/02;CV=5;3;-0.30716113105015896
26/02;CV=5;4;-0.14965544171995582
26/02;CV=5;5;-0.14762036887370567
26/02;CV=5;6;0.06228565631346028
26/02;CV=5;7;-0.2732029202964219
26/02;CV=5;8;-0.29980804909330994
26/02;CV=5;9;-0.10505901888383917
26/02;CV=5;10;-0.0075848593460809965
26/02;CV=5;11;-0.6865264580742096
26/02;CV=5;12;-0.20063088462777023
26/02;CV=5;13;-0.5196667094782763
26/02;CV=5;14;-0.275428905483579
26/02;CV=5;15;0.049601450210115194
26/02;CV=5;16;-0.027177730655823407
26/02;CV=5;17;-0.3634509471071765
26/02;CV=5;18;-0.1241775045950606
26/02;CV=5;19;-0.0795388853115866
26/02;CV=5;20;-0.15104656536980499
26/02;CV=5;21;-0.048362641138689266
26/02;CV=5;22;-0.1464544631330582
26/02;CV=5;23;-0.31377281687260083
26/02;CV=5;24;-0.2993879071823975
26/02;CV=5;25;-0.24395373865009784
26/02;CV=5;26;-0.11560250745774403
26/02;CV=5;27;-0.19256436830188206
26/02;CV=5;28;-0.3935964351194787
26/02;CV=5;29;-0.03754928757738196
26/02;CV=5;30;-0.06763384091136926
26/02;CV=5;31;-0.1220513513671182
26/02;CV=5;32;-0.3266203127526406
26/02;CV=5;33;-0.5079712541574195
26/02;CV=5;34;0.08907031905587892
26/02;CV=5;35;-0.32600395950672967
26/02;CV=5;36;0.05910151509873107
26/02;CV=5;37;-0.257099609118264
26/02;CV=5;38;0.1043893579223536
26/02;CV=5;39;-0.09305485940371971
26/02;CV=5;40;-0.0729541400542133
26/02;CV=5;41;-0.38167650508156714
26/02;CV=5;42;-0.16699661655058606
26/02;CV=5;43;-0.5857577269777632
26/02;CV=5;44;-0.15383390462835522
26/02;CV=5;45;0.011084694343933
26/02;CV=5;46;-0.11771641945404054
26/02;CV=5;47;-0.2346194893378244
26/02;CV=5;48;-0.1334913282064285
26/02;CV=5;49;-0.2983666420226143
26/02;CV=5;50;0.008022911534625643
26/02;CV=5;51;-0.089890831970173
26/02;CV=5;52;-0.07847082607948308
26/02;CV=5;53;-0.030099322380351845
26/02;CV=5;54;-0.12412425682573036
26/02;CV=5;55;0.06979214380787635
26/02;CV=5;56;0.05275696672061092
26/02;CV=5;57;-0.10302292115518297
26/02;CV=5;58;-0.04479210372583586
26/02;CV=5;59;-0.4433419909435228
26/02;CV=5;60;0.022236940246115444
26/02;CV=5;61;-0.0851152191566551
26/02;CV=5;62;-0.10777161178885941
26/02;CV=5;63;-0.2549651539868951
26/02;CV=5;64;-0.22787541385105503
26/02;CV=5;65;-0.23187291955097833
26/02;CV=5;66;-0.03602221873685796
26/02;CV=5;67;-0.14577706940244117
26/02;CV=5;68;-0.43274924408980797
26/02;CV=5;69;-0.18561772197295845
26/02;CV=5;70;-0.047858257361936385
26/02;CV=5;71;-0.027265392115194853
26/02;CV=5;72;-0.036042689812045836
26/02;CV=5;73;0.0024646836938606587
26/02;CV=5;74;-0.035035926766637804
26/02;CV=5;75;-0.10624392597990728
26/02;CV=5;76;-0.27899350034039205
26/02;CV=5;77;-0.017456829266792706
26/02;CV=5;78;-0.1156884261682034
26/02;CV=5;79;-0.16917745254738592
26/02;CV=5;80;-0.37914517052468355
26/02;CV=5;81;-0.3014463210677705
26/02;CV=5;82;-0.40418557278551814
26/02;CV=5;83;0.07637533635906035
26/02;CV=5;84;-0.21903072051065675
26/02;CV=5;85;-0.5106530629337918
26/02;CV=5;86;-0.15370109648579477
26/02;CV=5;87;-0.21395395532882566
26/02;CV=5;88;-0.014438078445531355
26/02;CV=5;89;-0.5037601580874931
26/02;CV=5;90;-0.2480632702308294
26/02;CV=5;91;-0.4200341142512385
26/02;CV=5;92;0.03539571701912492
26/02;CV=5;93;-0.27050906384174356
26/02;CV=5;94;-0.32118406259856935
26/02;CV=5;95;-0.33079311201649664
26/02;CV=5;96;-0.05008212343688889
26/02;CV=5;97;-0.14630723367490206
26/02;CV=5;98;-0.1364444601416268
26/02;CV=5;99;-0.2859156987485254
26/02;CV=5;100;-0.11559523555881634
27/02;70/30;1;-1.3627497391465893
27/02;70/30;2;-3.9509656905509116
27/02;70/30;3;0.19618560771982918
27/02;70/30;4;-3.8186705635087996
27/02;70/30;5;-0.3260226394700916
27/02;70/30;6;-0.32084435755561325
27/02;70/30;7;0.033220009120402794
27/02;70/30;8;-3.4405513212069563
27/02;70/30;9;-0.4317197444276375
27/02;70/30;10;-0.35620875574677413
27/02;70/30;11;-0.23368966818340775
27/02;70/30;12;-1.3273834162959521
27/02;70/30;13;0.5224659050457998
27/02;70/30;14;-0.17513576904921857
27/02;70/30;15;-0.4097267848009436
27/02;70/30;16;0.28716759966252947
27/02;70/30;17;-0.46968501987536415
27/02;70/30;18;-0.037765999734649114
27/02;70/30;19;-0.21062257720691946
27/02;70/30;20;0.09553444114261112
27/02;70/30;21;-0.6201586958055663
27/02;70/30;22;-2.2761874463149394
27/02;70/30;23;0.45031778081029095
27/02;70/30;24;-0.9308152589832499
27/02;70/30;25;-0.020181991192144366
27/02;70/30;26;-0.24760101000069556
27/02;70/30;27;-0.08314653583025944
27/02;70/30;28;-0.6305763329007208
27/02;70/30;29;0.18737535462078025
27/02;70/30;30;0.18726136394390802
27/02;70/30;31;0.037650889950790134
27/02;70/30;32;-1.227676230094982
27/02;70/30;33;-5.640700562699656
27/02;70/30;34;-0.3413041990706416
27/02;70/30;35;0.2148786148486369
27/02;70/30;36;-0.5877843234035693
27/02;70/30;37;-0.5843129464894044
27/02;70/30;38;-0.020219052016674066
27/02;70/30;39;-3.5631421201400144
27/02;70/30;40;-1.972074042723328
27/02;70/30;41;-1.4738423204367677
27/02;70/30;42;-4.569919267529884
27/02;70/30;43;-0.18402592054744193
27/02;70/30;44;0.08785722212776892
27/02;70/30;45;0.09723640798470301
27/02;70/30;46;-1.5997696920022833
27/02;70/30;47;0.6092053488393223
27/02;70/30;48;0.24592351580328986
27/02;70/30;49;-2.480335378439547
27/02;70/30;50;0.021908616759499067
27/02;70/30;51;-1.9750358402534332
27/02;70/30;52;-0.2777997792789064
27/02;70/30;53;0.06540736791714574
27/02;70/30;54;-2.9990826237976833
27/02;70/30;55;-0.4113808407659796
27/02;70/30;56;-0.01827895364333698
27/02;70/30;57;-0.9481157366930131
27/02;70/30;58;-0.20543555965492666
27/02;70/30;59;0.31627323715708944
27/02;70/30;60;0.0940657870223105
27/02;70/30;61;-0.29175583857497545
27/02;70/30;62;-0.6655756894611857
27/02;70/30;63;-0.18494621698448177
27/02;70/30;64;-0.0047683656147661235
27/02;70/30;65;-1.032049644343053
27/02;70/30;66;0.0519340397985506
27/02;70/30;67;-0.7540834250526018
27/02;70/30;68;-2.1538511979816723
27/02;70/30;69;-0.22347839815413129
27/02;70/30;70;-0.8769142795623335
27/02;70/30;71;0.07789831844821371
27/02;70/30;72;-0.0301813774756301
27/02;70/30;73;-0.5016844569354764
27/02;70/30;74;-0.13474740501485338
27/02;70/30;75;-1.089780424139247
27/02;70/30;76;0.35761538419091465
27/02;70/30;77;0.18541637726073068
27/02;70/30;78;0.20041445538915237
27/02;70/30;79;0.2556344343182402
27/02;70/30;80;-0.4268536884648999
27/02;70/30;81;-0.5123697613965623
27/02;70/30;82;-0.7328647297061033
27/02;70/30;83;0.20367957841905193
27/02;70/30;84;-0.6960667279676749
27/02;70/30;85;-0.02407990448515318
27/02;70/30;86;-2.3177793296255107
27/02;70/30;87;0.1447400259618149
27/02;70/30;88;0.04242538252377104
27/02;70/30;89;0.11540813523778093
27/02;70/30;90;0.22533623130585512
27/02;70/30;91;-2.280008269922898
27/02;70/30;92;-0.32273839237161517
27/02;70/30;93;0.23472229838105152
27/02;70/30;94;-0.32900360599665057
27/02;70/30;95;-4.431319927862959
27/02;70/30;96;0.014312185454939175
27/02;70/30;97;-0.4013600211797126
27/02;70/30;98;0.1631111246892084
27/02;70/30;99;-1.7966214819554822
27/02;70/30;100;-0.6186892340097376
27/02;80/20;1;-1.1492393927687594
27/02;80/20;2;0.6173775993977313
27/02;80/20;3;-0.025953600397748744
27/02;80/20;4;-4.1063248175192
27/02;80/20;5;-0.25340196567264717
27/02;80/20;6;0.39294022179409005
27/02;80/20;7;0.27638216810421623
27/02;80/20;8;-1.1047684714476729
27/02;80/20;9;-4.213216354111371
27/02;80/20;10;0.2204671715317561
27/02;80/20;11;0.5403625767619005
27/02;80/20;12;-1.677417795263338
27/02;80/20;13;0.5560568691163605
27/02;80/20;14;-0.410283111302711
27/02;80/20;15;0.7086675159220861
27/02;80/20;16;0.42807352074983196
27/02;80/20;17;-1.150574249823356
27/02;80/20;18;-2.653860030290529
27/02;80/20;19;0.33390361278359915
27/02;80/20;20;-0.5599306620161066
27/02;80/20;21;-1.5846098968637596
27/02;80/20;22;-0.7397784070321285
27/02;80/20;23;-1.3340090039972234
27/02;80/20;24;-1.2686919557352545
27/02;80/20;25;0.3926209209394389
27/02;80/20;26;-0.1008748674327975
27/02;80/20;27;0.08881299705152934
27/02;80/20;28;-13.796617435306871
27/02;80/20;29;0.5342786781525171
27/02;80/20;30;-0.16210445073922686
27/02;80/20;31;0.12420673330614529
27/02;80/20;32;-0.9163987916041558
27/02;80/20;33;-0.7108724344048667
27/02;80/20;34;-0.11855744099618115
27/02;80/20;35;-0.07975127038613206
27/02;80/20;36;-1.7856857980655145
27/02;80/20;37;-0.25539605486999917
27/02;80/20;38;-0.15698813845667536
27/02;80/20;39;-2.471732476927208
27/02;80/20;40;-0.2806745170588838
27/02;80/20;41;-0.601858557994847
27/02;80/20;42;-2.1934062443211335
27/02;80/20;43;-0.907676662895968
27/02;80/20;44;0.2289701656005877
27/02;80/20;45;0.2448531291858227
27/02;80/20;46;-0.7732771585804388
27/02;80/20;47;0.569398232663334
27/02;80/20;48;0.19617842851931533
27/02;80/20;49;-2.5546258158167094
27/02;80/20;50;0.3083957378679675
27/02;80/20;51;-4.602019081254067
27/02;80/20;52;-0.5459970919923038
27/02;80/20;53;-0.6063509566132226
27/02;80/20;54;-5.889359456497448
27/02;80/20;55;-1.9426629621492708
27/02;80/20;56;0.04286188880212005
27/02;80/20;57;-0.4759520397484651
27/02;80/20;58;-0.34507531155741256
27/02;80/20;59;-0.7937892498258521
27/02;80/20;60;0.529574286889773
27/02;80/20;61;-0.4588520631673225
27/02;80/20;62;-0.23555697393381325
27/02;80/20;63;-1.5803341851115085
27/02;80/20;64;-0.13371555282965986
27/02;80/20;65;0.2660283657863346
27/02;80/20;66;-0.2554205891787986
27/02;80/20;67;-0.5321074506492616
27/02;80/20;68;-1.1562234285343784
27/02;80/20;69;0.4501015440291236
27/02;80/20;70;0.5433334310955104
27/02;80/20;71;-0.06928218568935463
27/02;80/20;72;0.6167474352833281
27/02;80/20;73;-0.4693232818312614
27/02;80/20;74;-2.4001388280487994
27/02;80/20;75;-0.3717291926260575
27/02;80/20;76;-0.4159616139791995
27/02;80/20;77;0.4033661802839268
27/02;80/20;78;-1.3150648504990028
27/02;80/20;79;0.6000476863357247
27/02;80/20;80;-0.6364562385111141
27/02;80/20;81;-0.9231640645208703
27/02;80/20;82;-0.24725511276055978
27/02;80/20;83;0.5139583152423834
27/02;80/20;84;-1.4091075912618494
27/02;80/20;85;0.629378004224921
27/02;80/20;86;-2.6602246365608186
27/02;80/20;87;-1.0587472879727535
27/02;80/20;88;-0.25751328119964256
27/02;80/20;89;-0.6973532490729826
27/02;80/20;90;-0.4169711118462851
27/02;80/20;91;-0.3467366577817481
27/02;80/20;92;-0.3006584026588235
27/02;80/20;93;-0.017132122735295185
27/02;80/20;94;-0.48782327742535325
27/02;80/20;95;-1.635489904583363
27/02;80/20;96;0.23397301829108585
27/02;80/20;97;0.4899039626354029
27/02;80/20;98;-0.15585848427679228
27/02;80/20;99;-1.1000181396922155
27/02;80/20;100;0.2845152466907771
27/02;CV=4;1;0.18118485553154973
27/02;CV=5;1;-0.4087149612260512
27/02;CV=5;2;0.061427680394884665
27/02;CV=5;3;-0.1032542406645518
27/02;CV=5;4;-0.16130728563610486
27/02;CV=5;5;0.07173088031679808
27/02;CV=5;6;0.02529972175474482
27/02;CV=5;7;0.009410893393154596
27/02;CV=5;8;-0.19408362891813313
27/02;CV=5;9;0.05150437793462603
27/02;CV=5;10;-0.43851918894574626
27/02;CV=5;11;0.09926452083152992
27/02;CV=5;12;0.024753959101698864
27/02;CV=5;13;0.012957780474898595
27/02;CV=5;14;-0.11991797977569219
27/02;CV=5;15;0.05970343499166708
27/02;CV=5;16;0.00942775038785626
