data_clorofila_total;coleta_espectral;banda_nm;vip_selecao;vip_modelo_final;rho_spearman_clorofila_total
02/03;D09M;1000;1.0593053319855574;0.9804132610715453;0.3652173913043478
02/03;D09M;963;1.043655761701413;0.97956762276358;0.3713043478260869
02/03;D09M;689;1.2504208380069393;0.976683704825932;-0.2408695652173912
02/03;D09M;980;1.0429105316169711;0.9758986026065644;0.3713043478260869
02/03;D09M;970;1.026837780924419;0.9749475444823597;0.3713043478260869
02/03;D09M;607;1.4147559414312707;0.9732796778034596;-0.2808695652173912
02/03;D09M;2460;1.1594098764096088;0.9582225003529006;0.0634782608695652
02/03;D09M;2487;1.2101351088290666;0.946764121517511;0.088695652173913
02/03;D09M;2477;1.14859169573649;0.9454174071362712;0.0826086956521739
02/03;D09M;2500;1.2763929335943172;0.9449309475025972;0.0869565217391304
02/03;D09M;2440;1.0689736791043472;0.9417330489418188;0.0652173913043478
02/03;D09M;2452;1.082653072229632;0.9414499388114252;0.0695652173913043
02/03;D09M;2492;1.1483073755694535;0.9401968351756492;0.0921739130434782
02/03;D09M;369;1.1377031101561228;0.9399566078386902;-0.2469565217391304
02/03;D09M;2430;1.0408833958445114;0.9350626341713328;0.0617391304347826
02/03;D09M;2420;1.025356645511593;0.9284729678148308;0.0834782608695652
02/03;D09M;499;1.032318962946961;0.926485026905712;-0.2217391304347826
02/03;D09M;1922;1.423754729133821;0.9253381605491068;0.0295652173913043
02/03;D09M;1937;1.2627399007220688;0.92047720459177;0.057391304347826
02/03;D09M;2410;1.0006300701523083;0.9204309335938148;0.0756521739130434
02/03;D09M;476;1.1107047510365744;0.9148702911284626;-0.1808695652173912
02/03;D09M;481;1.1107084822585431;0.9148179175190666;-0.1921739130434782
02/03;D09M;1945;1.1847589229677995;0.9146223709251214;0.0704347826086956
02/03;D09M;1910;1.427729891928178;0.909670817931479;0.048695652173913
02/03;D09M;1956;1.0917599449729711;0.9038614542778944;0.0930434782608695
02/03;D09M;462;1.1539759542148675;0.8957639314526304;-0.217391304347826
02/03;D09M;444;1.1294859472646908;0.893178038809246;-0.2643478260869565
02/03;D09M;1968;1.0020481037403552;0.8898245599229457;0.1060869565217391
02/03;D09M;450;1.1740650528666985;0.8892237816299526;-0.2652173913043478
02/03;D09M;407;1.0345276754295654;0.878545385362734;-0.3356521739130434
02/03;D09M;370;1.0459296370013351;0.8781250050183044;-0.3391304347826086
02/03;D09M;1900;1.2717037252860306;0.8768864813988526;0.0495652173913043
02/03;D09M;419;1.213544234677114;0.8747103758012039;-0.3022396244529847
02/03;D09M;430;1.2414886987588594;0.869709546101067;-0.2965217391304348
02/03;D09M;396;1.1934105755820568;0.8562262973986541;-0.337391304347826
02/03;D09M;423;1.4281561415736514;0.8393261027522863;-0.2991304347826086
02/03;D09M;1890;1.0382239793798116;0.834858905577145;0.1139130434782608
02/03;D09M;380;1.5405681372490017;0.8206742129510985;-0.2939130434782608
02/03;D09M;729;1.0058919692600456;0.7735461746369494;0.1460869565217391
02/03;D09M;355;2.0824345007385867;0.7376676191736141;-0.297391304347826
