modelo;modo;genotipo_avaliado;fold;split;indice_amostra;nomenclaura;bloco;genotipo;condicao;data_coleta;turno;dia
svm;agrupado;todos;1;treino;140;B4_EMB48_NIRRIG_REPROD00001.asd;B4;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;141;B3_EMB48_IRRIG_REPROD00003.asd;B3;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;143;B3_EMB48_IRRIG_REPROD00004.asd;B3;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;144;B4_EMB48_NIRRIG_REPROD00003.asd;B4;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;145;B3_EMB48_IRRIG_REPROD00005.asd;B3;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;147;B3_EMB48_IRRIG_REPROD00006.asd;B3;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;148;B4_EMB48_NIRRIG_REPROD00005.asd;B4;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;149;B3_EMB48_IRRIG_REPROD00007.asd;B3;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;150;B4_EMB48_NIRRIG_REPROD00006.asd;B4;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;151;B3_EMB48_NIRRIG_REPROD00000.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;153;B3_EMB48_NIRRIG_REPROD00001.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;154;B3_EMB48_NIRRIG_REPROD00002.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;155;B3_EMB48_NIRRIG_REPROD00003.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;156;B3_EMB48_NIRRIG_REPROD00004.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;157;B3_EMB48_NIRRIG_REPROD00005.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;163;B1_EMB48_IRRIG_REPROD00003.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;164;B1_EMB48_IRRIG_REPROD00004.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;165;B1_EMB48_IRRIG_REPROD00005.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;166;B1_EMB48_IRRIG_REPROD00006.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;167;B1_EMB48_IRRIG_REPROD00007.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;168;B1_EMB48_NIRRIG_REPROD00000.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;169;B1_EMB48_NIRRIG_REPROD00001.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;170;B1_EMB48_NIRRIG_REPROD00002.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;171;B1_EMB48_NIRRIG_REPROD00003.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;172;B1_EMB48_NIRRIG_REPROD00004.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;174;B1_EMB48_NIRRIG_REPROD00006.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;176;B2_EMB48_IRRIG_REPROD00000.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;177;B2_EMB48_IRRIG_REPROD00001.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;178;B2_EMB48_IRRIG_REPROD00002.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;179;B2_EMB48_IRRIG_REPROD00003.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;180;B2_EMB48_IRRIG_REPROD00004.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;181;B2_EMB48_IRRIG_REPROD00005.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;182;B2_EMB48_IRRIG_REPROD00006.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;183;B2_EMB48_IRRIG_REPROD00007.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;184;B2_EMB48_NIRRIG_REPROD00000.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;185;B2_EMB48_NIRRIG_REPROD00001.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;187;B2_EMB48_NIRRIG_REPROD00003.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;188;B2_EMB48_NIRRIG_REPROD00004.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;189;B2_EMB48_NIRRIG_REPROD00005.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;191;B2_EMB48_NIRRIG_REPROD00007.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;agrupado;todos;1;treino;192;B1_BR16_IRRIG_REPROD00000.asd;B1;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;193;B1_BR16_IRRIG_REPROD00001.asd;B1;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;194;B1_BR16_IRRIG_REPROD00002.asd;B1;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;196;B1_BR16_IRRIG_REPROD00004.asd;B1;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;197;B1_BR16_IRRIG_REPROD00005.asd;B1;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;198;B1_BR16_IRRIG_REPROD00006.asd;B1;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;200;B1_BR16_NIRRIG_REPROD00000.asd;B1;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;201;B1_BR16_NIRRIG_REPROD00001.asd;B1;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;202;B1_BR16_NIRRIG_REPROD00002.asd;B1;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;203;B1_BR16_NIRRIG_REPROD00003.asd;B1;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;204;B1_BR16_NIRRIG_REPROD00004.asd;B1;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;205;B1_BR16_NIRRIG_REPROD00005.asd;B1;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;206;B1_BR16_NIRRIG_REPROD00006.asd;B1;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;207;B1_BR16_NIRRIG_REPROD00007.asd;B1;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;208;B2_BR16_IRRIG_REPROD00000.asd;B2;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;209;B2_BR16_IRRIG_REPROD00001.asd;B2;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;211;B2_BR16_IRRIG_REPROD00003.asd;B2;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;212;B2_BR16_IRRIG_REPROD00004.asd;B2;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;213;B2_BR16_IRRIG_REPROD00005.asd;B2;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;214;B2_BR16_IRRIG_REPROD00006.asd;B2;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;215;B2_BR16_IRRIG_REPROD00007.asd;B2;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;216;B2_BR16_NIRRIG_REPROD00000.asd;B2;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;217;B2_BR16_NIRRIG_REPROD00001.asd;B2;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;218;B2_BR16_NIRRIG_REPROD00002.asd;B2;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;219;B2_BR16_NIRRIG_REPROD00003.asd;B2;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;222;B2_BR16_NIRRIG_REPROD00006.asd;B2;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;223;B2_BR16_NIRRIG_REPROD00007.asd;B2;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;224;B3_BR16_IRRIG_REPROD00000.asd;B3;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;226;B3_BR16_IRRIG_REPROD00002.asd;B3;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;227;B3_BR16_IRRIG_REPROD00003.asd;B3;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;228;B3_BR16_IRRIG_REPROD00004.asd;B3;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;229;B3_BR16_IRRIG_REPROD00005.asd;B3;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;230;B3_BR16_IRRIG_REPROD00006.asd;B3;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;231;B3_BR16_IRRIG_REPROD00007.asd;B3;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;232;B3_BR16_NIRRIG_REPROD00000.asd;B3;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;233;B3_BR16_NIRRIG_REPROD00001.asd;B3;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;234;B3_BR16_NIRRIG_REPROD00002.asd;B3;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;235;B3_BR16_NIRRIG_REPROD00003.asd;B3;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;237;B3_BR16_NIRRIG_REPROD00005.asd;B3;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;238;B3_BR16_NIRRIG_REPROD00006.asd;B3;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;239;B3_BR16_NIRRIG_REPROD00007.asd;B3;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;240;B4_BR16_IRRIG_REPROD00000.asd;B4;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;242;B4_BR16_IRRIG_REPROD00002.asd;B4;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;243;B4_BR16_IRRIG_REPROD00003.asd;B4;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;244;B4_BR16_IRRIG_REPROD00004.asd;B4;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;245;B4_BR16_IRRIG_REPROD00005.asd;B4;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;246;B4_BR16_IRRIG_REPROD00006.asd;B4;BR16;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;248;B4_BR16_NIRRIG_REPROD00000.asd;B4;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;249;B4_BR16_NIRRIG_REPROD00001.asd;B4;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;250;B4_BR16_NIRRIG_REPROD00002.asd;B4;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;251;B4_BR16_NIRRIG_REPROD00003.asd;B4;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;252;B4_BR16_NIRRIG_REPROD00004.asd;B4;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;254;B4_BR16_NIRRIG_REPROD00006.asd;B4;BR16;NIRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;256;B1_CD202_IRRIG_REPROD00000.asd;B1;CD202;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;257;B1_CD202_IRRIG_REPROD00001.asd;B1;CD202;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;258;B1_CD202_IRRIG_REPROD00002.asd;B1;CD202;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;261;B1_CD202_IRRIG_REPROD00005.asd;B1;CD202;IRRIG;D02T;tarde;D02
svm;agrupado;todos;1;treino;263;B1_CD202_IRRIG_REPROD00007.asd;B1;CD202;IRRIG;D02T;tarde;D02
