bloco;genotipo;condicao;data;chl_total;predito_cv;residuo_cv
B1;CD202;NIRRIG;27/02;37.61666666666667;41.17734134873992;-3.5606746820732553
B2;CD202;NIRRIG;27/02;38.46666666666667;41.422307652993695;-2.955640986327026
B3;CD202;NIRRIG;27/02;38.5;40.75424336910629;-2.254243369106291
B4;CD202;NIRRIG;27/02;39.18333333333333;41.253376205933655;-2.0700428726003253
B1;BR16;IRRIG;02/03;42.800000000000004;42.30630743526785;0.4936925647321573
B2;BR16;IRRIG;02/03;38.166666666666664;41.41502509195469;-3.248358425288025
B3;BR16;IRRIG;02/03;43.400000000000006;42.205174610775245;1.1948253892247607
B4;BR16;IRRIG;02/03;41.7;41.061873329306586;0.638126670693417
B1;BR16;NIRRIG;02/03;44.550000000000004;41.41691984604838;3.1330801539516244
B2;BR16;NIRRIG;02/03;45.21666666666667;43.51993059524074;1.6967360714259314
B3;BR16;NIRRIG;02/03;44.599999999999994;43.135858691990975;1.4641413080090189
B4;BR16;NIRRIG;02/03;46.76666666666667;42.7675405088655;3.9991261578011716
B1;EMB48;IRRIG;02/03;40.11666666666667;39.91384903287445;0.20281763379221474
B2;EMB48;IRRIG;02/03;39.96;41.988455013963225;-2.0284550139632245
B3;EMB48;IRRIG;02/03;38.99999999999999;41.320090935959485;-2.3200909359594917
B4;EMB48;IRRIG;02/03;37.03333333333333;40.92410510116007;-3.8907717678267417
B1;EMB48;NIRRIG;02/03;39.72;38.64772192891241;1.072278071087588
B2;EMB48;NIRRIG;02/03;41.53333333333333;40.157449935036375;1.3758833982969563
B3;EMB48;NIRRIG;02/03;39.699999999999996;41.17825640613386;-1.478256406133866
B4;EMB48;NIRRIG;02/03;41.55;39.063140178161404;2.4868598218385927
B1;CD202;IRRIG;02/03;39.03333333333333;41.97646377289306;-2.943130439559731
B2;CD202;IRRIG;02/03;37.54;39.95656564328463;-2.4165656432846276
B3;CD202;IRRIG;02/03;39.96666666666667;41.17843616514324;-1.2117694984765706
B4;CD202;IRRIG;02/03;40.71666666666667;40.696527159736554;0.020139506930114237
B1;CD202;NIRRIG;02/03;39.36666666666667;37.90314917281661;1.4635174938500555
B2;CD202;NIRRIG;02/03;36.65;41.35605801367436;-4.706058013674358
B3;CD202;NIRRIG;02/03;38.616666666666674;41.60071101781217;-2.9840443511454993
B4;CD202;NIRRIG;02/03;39.71666666666667;39.45555055258823;0.2611161140784404
B1;BR16;IRRIG;03/03;44.9;43.3714251221201;1.5285748778798975
B2;BR16;IRRIG;03/03;42.083333333333336;40.560920231512995;1.5224131018203408
B3;BR16;IRRIG;03/03;44.64;41.475254401664515;3.164745598335486
B4;BR16;IRRIG;03/03;44.96;39.83999769551203;5.120002304487969
B1;BR16;NIRRIG;03/03;46.58;41.47339345168841;5.106606548311589
B2;BR16;NIRRIG;03/03;46.86666666666667;42.2023972004358;4.66426946623087
B3;BR16;NIRRIG;03/03;43.580000000000005;42.042520836284865;1.5374791637151404
B4;BR16;NIRRIG;03/03;46.28;41.312847428715834;4.967152571284167
B1;EMB48;IRRIG;03/03;43.08;39.54391678719369;3.536083212806311
B2;EMB48;IRRIG;03/03;41.050000000000004;40.77590687907606;0.27409312092394345
B3;EMB48;IRRIG;03/03;40.949999999999996;39.932359302258014;1.0176406977419816
B4;EMB48;IRRIG;03/03;40.9;40.36537985198627;0.5346201480137296
B1;EMB48;NIRRIG;03/03;42.059999999999995;38.82246386017168;3.2375361398283147
B2;EMB48;NIRRIG;03/03;43.23333333333334;39.16283793356963;4.070495399763715
B3;EMB48;NIRRIG;03/03;40.13333333333333;39.272850439048696;0.8604828942846368
B4;EMB48;NIRRIG;03/03;43.279999999999994;38.349215753465245;4.930784246534749
B1;CD202;IRRIG;03/03;41.666666666666664;41.46976667260021;0.19689999406645597
B2;CD202;IRRIG;03/03;38.050000000000004;39.11470007520862;-1.0647000752086129
B3;CD202;IRRIG;03/03;39.06666666666667;41.163756012489834;-2.0970893458231643
B4;CD202;IRRIG;03/03;42.339999999999996;41.224565779309984;1.1154342206900125
B1;CD202;NIRRIG;03/03;42.28;38.95351256943423;3.32648743056577
B2;CD202;NIRRIG;03/03;37.35;39.005268961576476;-1.6552689615764749
B3;CD202;NIRRIG;03/03;38.78;38.46207186636432;0.3179281336356823
B4;CD202;NIRRIG;03/03;38.94;37.85250147024988;1.0874985297501212
