modelo;modo;genotipo_avaliado;fold;split;indice_amostra;nomenclaura;bloco;genotipo;condicao;data_coleta;turno;dia
svm;por_genotipo;EMB48;1;treino;150;B4_EMB48_NIRRIG_REPROD00006.asd;B4;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;152;B4_EMB48_NIRRIG_REPROD00007.asd;B4;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;153;B3_EMB48_NIRRIG_REPROD00001.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;154;B3_EMB48_NIRRIG_REPROD00002.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;157;B3_EMB48_NIRRIG_REPROD00005.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;158;B3_EMB48_NIRRIG_REPROD00006.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;159;B3_EMB48_NIRRIG_REPROD00007.asd;B3;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;160;B1_EMB48_IRRIG_REPROD00000.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;161;B1_EMB48_IRRIG_REPROD00001.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;164;B1_EMB48_IRRIG_REPROD00004.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;165;B1_EMB48_IRRIG_REPROD00005.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;166;B1_EMB48_IRRIG_REPROD00006.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;167;B1_EMB48_IRRIG_REPROD00007.asd;B1;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;168;B1_EMB48_NIRRIG_REPROD00000.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;169;B1_EMB48_NIRRIG_REPROD00001.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;170;B1_EMB48_NIRRIG_REPROD00002.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;171;B1_EMB48_NIRRIG_REPROD00003.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;173;B1_EMB48_NIRRIG_REPROD00005.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;174;B1_EMB48_NIRRIG_REPROD00006.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;175;B1_EMB48_NIRRIG_REPROD00007.asd;B1;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;176;B2_EMB48_IRRIG_REPROD00000.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;177;B2_EMB48_IRRIG_REPROD00001.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;179;B2_EMB48_IRRIG_REPROD00003.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;182;B2_EMB48_IRRIG_REPROD00006.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;183;B2_EMB48_IRRIG_REPROD00007.asd;B2;EMB48;IRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;184;B2_EMB48_NIRRIG_REPROD00000.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;185;B2_EMB48_NIRRIG_REPROD00001.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;186;B2_EMB48_NIRRIG_REPROD00002.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;187;B2_EMB48_NIRRIG_REPROD00003.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;188;B2_EMB48_NIRRIG_REPROD00004.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;190;B2_EMB48_NIRRIG_REPROD00006.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;191;B2_EMB48_NIRRIG_REPROD00007.asd;B2;EMB48;NIRRIG;D02M;manha;D02
svm;por_genotipo;EMB48;1;treino;320;B1_EMB48_IRRIG_REPROD00000.asd;B1;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;321;B1_EMB48_IRRIG_REPROD00001.asd;B1;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;324;B1_EMB48_IRRIG_REPROD00004.asd;B1;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;325;B1_EMB48_IRRIG_REPROD00005.asd;B1;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;326;B1_EMB48_IRRIG_REPROD00006.asd;B1;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;327;B1_EMB48_IRRIG_REPROD00007.asd;B1;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;328;B1_EMB48_NIRRIG_REPROD00000.asd;B1;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;329;B1_EMB48_NIRRIG_REPROD00001.asd;B1;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;330;B1_EMB48_NIRRIG_REPROD00002.asd;B1;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;331;B1_EMB48_NIRRIG_REPROD00003.asd;B1;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;333;B1_EMB48_NIRRIG_REPROD00005.asd;B1;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;334;B1_EMB48_NIRRIG_REPROD00006.asd;B1;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;335;B1_EMB48_NIRRIG_REPROD00007.asd;B1;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;336;B2_EMB48_IRRIG_REPROD00000.asd;B2;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;337;B2_EMB48_IRRIG_REPROD00001.asd;B2;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;339;B2_EMB48_IRRIG_REPROD00003.asd;B2;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;342;B2_EMB48_IRRIG_REPROD00006.asd;B2;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;343;B2_EMB48_IRRIG_REPROD00007.asd;B2;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;344;B2_EMB48_NIRRIG_REPROD00000.asd;B2;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;345;B2_EMB48_NIRRIG_REPROD00001.asd;B2;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;346;B2_EMB48_NIRRIG_REPROD00002.asd;B2;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;347;B2_EMB48_NIRRIG_REPROD00003.asd;B2;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;348;B2_EMB48_NIRRIG_REPROD00004.asd;B2;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;350;B2_EMB48_NIRRIG_REPROD00006.asd;B2;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;351;B2_EMB48_NIRRIG_REPROD00007.asd;B2;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;353;B3_EMB48_IRRIG_REPROD00001.asd;B3;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;354;B3_EMB48_IRRIG_REPROD00002.asd;B3;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;355;B3_EMB48_IRRIG_REPROD00003.asd;B3;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;356;B3_EMB48_IRRIG_REPROD00004.asd;B3;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;357;B3_EMB48_IRRIG_REPROD00005.asd;B3;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;358;B3_EMB48_IRRIG_REPROD00006.asd;B3;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;359;B3_EMB48_IRRIG_REPROD00007.asd;B3;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;361;B3_EMB48_NIRRIG_REPROD00001.asd;B3;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;362;B3_EMB48_NIRRIG_REPROD00002.asd;B3;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;365;B3_EMB48_NIRRIG_REPROD00005.asd;B3;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;366;B3_EMB48_NIRRIG_REPROD00006.asd;B3;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;367;B3_EMB48_NIRRIG_REPROD00007.asd;B3;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;368;B4_EMB48_IRRIG_REPROD00000.asd;B4;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;369;B4_EMB48_IRRIG_REPROD00001.asd;B4;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;370;B4_EMB48_IRRIG_REPROD00002.asd;B4;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;371;B4_EMB48_IRRIG_REPROD00003.asd;B4;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;372;B4_EMB48_IRRIG_REPROD00004.asd;B4;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;373;B4_EMB48_IRRIG_REPROD00005.asd;B4;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;374;B4_EMB48_IRRIG_REPROD00006.asd;B4;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;375;B4_EMB48_IRRIG_REPROD00007.asd;B4;EMB48;IRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;376;B4_EMB48_NIRRIG_REPROD00000.asd;B4;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;378;B4_EMB48_NIRRIG_REPROD00002.asd;B4;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;380;B4_EMB48_NIRRIG_REPROD00004.asd;B4;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;381;B4_EMB48_NIRRIG_REPROD00005.asd;B4;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;382;B4_EMB48_NIRRIG_REPROD00006.asd;B4;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;383;B4_EMB48_NIRRIG_REPROD00007.asd;B4;EMB48;NIRRIG;D03M;manha;D03
svm;por_genotipo;EMB48;1;treino;512;B1_EMB48_IRRIG_REPROD00000.asd;B1;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;513;B1_EMB48_IRRIG_REPROD00001.asd;B1;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;516;B1_EMB48_IRRIG_REPROD00004.asd;B1;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;517;B1_EMB48_IRRIG_REPROD00005.asd;B1;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;518;B1_EMB48_IRRIG_REPROD00006.asd;B1;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;519;B1_EMB48_IRRIG_REPROD00007.asd;B1;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;520;B1_EMB48_NIRRIG_REPROD00000.asd;B1;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;521;B1_EMB48_NIRRIG_REPROD00001.asd;B1;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;522;B1_EMB48_NIRRIG_REPROD00002.asd;B1;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;523;B1_EMB48_NIRRIG_REPROD00003.asd;B1;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;525;B1_EMB48_NIRRIG_REPROD00005.asd;B1;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;526;B1_EMB48_NIRRIG_REPROD00006.asd;B1;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;527;B1_EMB48_NIRRIG_REPROD00007.asd;B1;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;528;B2_EMB48_IRRIG_REPROD00000.asd;B2;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;529;B2_EMB48_IRRIG_REPROD00001.asd;B2;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;531;B2_EMB48_IRRIG_REPROD00003.asd;B2;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;534;B2_EMB48_IRRIG_REPROD00006.asd;B2;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;535;B2_EMB48_IRRIG_REPROD00007.asd;B2;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;536;B2_EMB48_NIRRIG_REPROD00000.asd;B2;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;537;B2_EMB48_NIRRIG_REPROD00001.asd;B2;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;538;B2_EMB48_NIRRIG_REPROD00002.asd;B2;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;539;B2_EMB48_NIRRIG_REPROD00003.asd;B2;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;540;B2_EMB48_NIRRIG_REPROD00004.asd;B2;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;542;B2_EMB48_NIRRIG_REPROD00006.asd;B2;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;543;B2_EMB48_NIRRIG_REPROD00007.asd;B2;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;545;B3_EMB48_IRRIG_REPROD00001.asd;B3;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;546;B3_EMB48_IRRIG_REPROD00002.asd;B3;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;547;B3_EMB48_IRRIG_REPROD00003.asd;B3;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;548;B3_EMB48_IRRIG_REPROD00004.asd;B3;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;549;B3_EMB48_IRRIG_REPROD00005.asd;B3;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;550;B3_EMB48_IRRIG_REPROD00006.asd;B3;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;551;B3_EMB48_IRRIG_REPROD00007.asd;B3;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;553;B3_EMB48_NIRRIG_REPROD00001.asd;B3;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;554;B3_EMB48_NIRRIG_REPROD00002.asd;B3;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;557;B3_EMB48_NIRRIG_REPROD00005.asd;B3;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;558;B3_EMB48_NIRRIG_REPROD00006.asd;B3;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;559;B3_EMB48_NIRRIG_REPROD00007.asd;B3;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;560;B4_EMB48_IRRIG_REPROD00000.asd;B4;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;561;B4_EMB48_IRRIG_REPROD00001.asd;B4;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;562;B4_EMB48_IRRIG_REPROD00002.asd;B4;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;563;B4_EMB48_IRRIG_REPROD00003.asd;B4;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;564;B4_EMB48_IRRIG_REPROD00004.asd;B4;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;565;B4_EMB48_IRRIG_REPROD00005.asd;B4;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;566;B4_EMB48_IRRIG_REPROD00006.asd;B4;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;567;B4_EMB48_IRRIG_REPROD00007.asd;B4;EMB48;IRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;568;B4_EMB48_NIRRIG_REPROD00000.asd;B4;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;570;B4_EMB48_NIRRIG_REPROD00002.asd;B4;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;572;B4_EMB48_NIRRIG_REPROD00004.asd;B4;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;573;B4_EMB48_NIRRIG_REPROD00005.asd;B4;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;574;B4_EMB48_NIRRIG_REPROD00006.asd;B4;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;575;B4_EMB48_NIRRIG_REPROD00007.asd;B4;EMB48;NIRRIG;D04M;manha;D04
svm;por_genotipo;EMB48;1;treino;704;B1_EMB48_IRRIG_REPROD00000.asd;B1;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;705;B1_EMB48_IRRIG_REPROD00001.asd;B1;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;708;B1_EMB48_IRRIG_REPROD00004.asd;B1;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;709;B1_EMB48_IRRIG_REPROD00005.asd;B1;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;710;B1_EMB48_IRRIG_REPROD00006.asd;B1;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;711;B1_EMB48_IRRIG_REPROD00007.asd;B1;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;712;B1_EMB48_NIRRIG_REPROD00000.asd;B1;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;713;B1_EMB48_NIRRIG_REPROD00001.asd;B1;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;714;B1_EMB48_NIRRIG_REPROD00002.asd;B1;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;715;B1_EMB48_NIRRIG_REPROD00003.asd;B1;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;717;B1_EMB48_NIRRIG_REPROD00005.asd;B1;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;718;B1_EMB48_NIRRIG_REPROD00006.asd;B1;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;719;B1_EMB48_NIRRIG_REPROD00007.asd;B1;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;720;B2_EMB48_IRRIG_REPROD00000.asd;B2;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;721;B2_EMB48_IRRIG_REPROD00001.asd;B2;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;723;B2_EMB48_IRRIG_REPROD00003.asd;B2;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;726;B2_EMB48_IRRIG_REPROD00006.asd;B2;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;727;B2_EMB48_IRRIG_REPROD00007.asd;B2;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;728;B2_EMB48_NIRRIG_REPROD00000.asd;B2;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;729;B2_EMB48_NIRRIG_REPROD00001.asd;B2;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;730;B2_EMB48_NIRRIG_REPROD00002.asd;B2;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;731;B2_EMB48_NIRRIG_REPROD00003.asd;B2;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;732;B2_EMB48_NIRRIG_REPROD00004.asd;B2;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;734;B2_EMB48_NIRRIG_REPROD00006.asd;B2;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;735;B2_EMB48_NIRRIG_REPROD00007.asd;B2;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;737;B3_EMB48_IRRIG_REPROD00001.asd;B3;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;738;B3_EMB48_IRRIG_REPROD00002.asd;B3;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;739;B3_EMB48_IRRIG_REPROD00003.asd;B3;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;740;B3_EMB48_IRRIG_REPROD00004.asd;B3;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;741;B3_EMB48_IRRIG_REPROD00005.asd;B3;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;742;B3_EMB48_IRRIG_REPROD00006.asd;B3;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;743;B3_EMB48_IRRIG_REPROD00007.asd;B3;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;745;B3_EMB48_NIRRIG_REPROD00001.asd;B3;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;746;B3_EMB48_NIRRIG_REPROD00002.asd;B3;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;749;B3_EMB48_NIRRIG_REPROD00005.asd;B3;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;750;B3_EMB48_NIRRIG_REPROD00006.asd;B3;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;751;B3_EMB48_NIRRIG_REPROD00007.asd;B3;EMB48;NIRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;752;B4_EMB48_IRRIG_REPROD00000.asd;B4;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;753;B4_EMB48_IRRIG_REPROD00001.asd;B4;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;754;B4_EMB48_IRRIG_REPROD00002.asd;B4;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;755;B4_EMB48_IRRIG_REPROD00003.asd;B4;EMB48;IRRIG;D05M;manha;D05
svm;por_genotipo;EMB48;1;treino;756;B4_EMB48_IRRIG_REPROD00004.asd;B4;EMB48;IRRIG;D05M;manha;D05
