data_cra;coleta_espectral;banda_nm;vip_selecao;vip_modelo_final;rho_spearman_cra
03/03;D10M;841;1.0427199839582126;0.862403260332783;-0.3052173913043478
03/03;D10M;1265;1.019196108222303;0.860956673511727;-0.2452173913043478
03/03;D10M;1181;1.036722566096755;0.8603429810280357;-0.2504347826086956
03/03;D10M;1271;1.0202295754798605;0.8601680018371296;-0.2452173913043478
03/03;D10M;1176;1.0376310434225209;0.8592936599801979;-0.2504347826086956
03/03;D10M;831;1.0567741375547166;0.8582898465933556;-0.3052173913043478
03/03;D10M;743;1.117975738809884;0.8571476053158265;-0.357391304347826
03/03;D10M;821;1.0607554755280952;0.8562188177296325;-0.3052173913043478
03/03;D10M;751;1.1079611970733447;0.8557892330241996;-0.3165217391304347
03/03;D10M;1288;1.0343358393710589;0.855531970299911;-0.2452173913043478
03/03;D10M;781;1.0603387777242002;0.8552692347065003;-0.2817391304347826
03/03;D10M;811;1.0630138379623215;0.8552541581897161;-0.3052173913043478
03/03;D10M;791;1.0613659675449103;0.8552311509696292;-0.2817391304347826
03/03;D10M;807;1.062886622940355;0.8552048748552796;-0.3052173913043478
03/03;D10M;1291;1.0366561918011925;0.8549168799196977;-0.2452173913043478
03/03;D10M;740;1.1092369714816657;0.8543172616951413;-0.3565217391304348
03/03;D10M;771;1.0669624655873449;0.8542970153935787;-0.2817391304347826
03/03;D10M;1161;1.0524866326348563;0.8536760073785933;-0.2426086956521738
03/03;D10M;761;1.0836273112436163;0.8534317625392207;-0.2956521739130434
03/03;D10M;1021;1.082377428251872;0.8521195395743234;-0.3008695652173913
03/03;D10M;1011;1.08762607617837;0.8519724318019438;-0.308695652173913
03/03;D10M;1001;1.084059476319181;0.8517143965176803;-0.308695652173913
03/03;D10M;1031;1.0847652905850256;0.8512438967301086;-0.3008695652173913
03/03;D10M;1153;1.0642801524766476;0.8509804030436267;-0.2469565217391304
03/03;D10M;1045;1.0845100718850806;0.8504960732367188;-0.3034782608695651
03/03;D10M;1145;1.0743739254717597;0.8501789555650311;-0.2634782608695651
03/03;D10M;1131;1.0821174227268535;0.8497453567617257;-0.2939130434782608
03/03;D10M;1058;1.0894688337869594;0.8495320934825947;-0.3034782608695651
03/03;D10M;1101;1.1309031605161743;0.8495176199491451;-0.3043478260869565
03/03;D10M;1111;1.1226078374196196;0.8493116505345969;-0.3034782608695651
03/03;D10M;1306;1.0771209964264976;0.8491968996947362;-0.2495652173913043
03/03;D10M;1091;1.1324591459547069;0.8491720901539259;-0.3043478260869565
03/03;D10M;1121;1.1048242275306737;0.849163259932943;-0.3034782608695651
03/03;D10M;1089;1.1305707532699318;0.8491261705804748;-0.3121739130434782
03/03;D10M;1065;1.0965317803534227;0.8488020434660614;-0.3043478260869565
03/03;D10M;1071;1.1061089893391896;0.8487250521857388;-0.3043478260869565
03/03;D10M;1316;1.107533095178387;0.8475295955570168;-0.2556521739130434
03/03;D10M;1321;1.1168038435514924;0.8470358641985042;-0.2556521739130434
03/03;D10M;1334;1.1137549933412891;0.844182336812713;-0.2521739130434782
03/03;D10M;1350;1.0667402284063796;0.8367241581358666;-0.2617391304347826
03/03;D10M;1351;1.0624299724401145;0.8363514874786994;-0.2617391304347826
03/03;D10M;1368;1.0383895517721555;0.8168399352061082;-0.2669565217391304
03/03;D10M;1371;1.0446805657413083;0.8096542418387092;-0.2669565217391304
03/03;D10M;1403;1.002173417497236;0.7599919775292232;-0.328695652173913
03/03;D10M;1389;1.0972607046279548;0.7461461481385521;-0.3391304347826086
03/03;D10M;1393;1.0921430449698677;0.7453160431536304;-0.3191304347826086
