banda_nm;vip;vip_acima_de_1;iteracoes;acertos;prop_acertos;importancia_media;decisao_boruta;confirmada_boruta;q_condicao;q_tempo;significativa;criterios_atendidos
2140;0.8008147916275951;False;100;64;0.64;0.0017084152778166248;tentativa;False;3.716609711039087e-11;3.7806621680991546e-06;True;1
2153;0.8482362338495575;False;100;60;0.6;0.0015615087098764483;tentativa;False;5.763420305644384e-11;3.38262118091469e-06;True;1
2161;0.8911693894803618;False;100;63;0.63;0.0016697168645940766;tentativa;False;7.379501860620855e-11;3.38262118091469e-06;True;1
2176;0.9747674319868931;False;100;91;0.91;0.0024363457733953832;confirmada;True;1.3392289124445346e-10;3.38262118091469e-06;True;2
2182;1.0108296800929164;True;100;87;0.87;0.002472321074499628;confirmada;True;1.3392289124445346e-10;9.51990049406762e-09;True;3
2195;1.0814726587159296;True;100;89;0.89;0.002545594644554577;confirmada;True;9.519715456186396e-11;1.2085476841556709e-08;True;3
2204;1.1278303616816505;True;100;91;0.91;0.002866831551836139;confirmada;True;7.379501860620855e-11;2.284542721021535e-08;True;3
2213;1.171784590611137;True;100;85;0.85;0.002413938032508728;confirmada;True;6.808629160449242e-11;9.414813835656082e-09;True;3
2219;1.194113837936685;True;100;96;0.96;0.0027098705358123217;confirmada;True;6.285083894198429e-11;1.4149491606689497e-08;True;3
2230;1.2388485512759912;True;100;99;0.99;0.003169085869704878;confirmada;True;8.03917251399929e-11;1.060351031848688e-08;True;3
2238;1.269332480850319;True;100;98;0.98;0.003470424995034706;confirmada;True;2.23290106780822e-10;9.756406908323218e-09;True;3
2248;1.2863538640992118;True;100;100;1.0;0.0036221233421146037;confirmada;True;5.697504511398274e-09;1.8066124684933795e-09;True;3
2261;1.2294810091228898;True;100;100;1.0;0.0034222599471229365;confirmada;True;1.504994672641052e-08;1.83844952529454e-06;True;3
2274;1.119157066243543;True;100;96;0.96;0.002781957089377682;confirmada;True;2.4748741494210064e-08;1.1232173550594643e-06;True;3
2282;1.0598208109848926;True;100;94;0.94;0.002497739982717571;confirmada;True;2.136364050355871e-08;1.1232173550594643e-06;True;3
2296;1.060365539997459;True;100;87;0.87;0.002454494295295558;confirmada;True;1.504994672641052e-08;1.1232173550594643e-06;True;3
2307;1.0245619292698884;True;100;80;0.8;0.0020848872219359172;confirmada;True;5.740874581380721e-09;1.1232173550594643e-06;True;3
2317;0.9464885226007215;False;100;76;0.76;0.001894571556518808;confirmada;True;1.5793448393790044e-10;1.300353807200689e-06;True;2
2326;0.8987379944613685;False;100;58;0.58;0.0016748801205313517;tentativa;False;3.408876602483741e-11;2.1556910708538155e-06;True;1
2336;0.8691140853438478;False;100;54;0.54;0.0015074679500808768;tentativa;False;2.5846465281640734e-11;6.421074547383091e-10;True;1
2344;0.8533565796275084;False;100;28;0.28;0.0010176282916732613;rejeitada;False;1.8471799904440064e-11;4.157082730860196e-10;True;1
2355;0.8105087104300623;False;100;31;0.31;0.001100098282339604;rejeitada;False;1.4612786410280373e-11;6.169072329317239e-10;True;1
2367;0.7709042548877385;False;100;28;0.28;0.0010606786025223556;rejeitada;False;1.1667266151190843e-11;1.1957235237450586e-09;True;1
2372;0.7614605551796858;False;100;31;0.31;0.0010144978242669135;rejeitada;False;1.1667266151190843e-11;2.0956620578829903e-09;True;1
2382;0.7537969903200012;False;100;50;0.5;0.0014573857894526424;tentativa;False;1.1667266151190843e-11;1.2368917865801242e-08;True;1
2392;0.7551000631395272;False;100;64;0.64;0.0017018127813111029;tentativa;False;1.1667266151190843e-11;1.9027727177960076e-08;True;1
2403;0.7615718864180898;False;100;60;0.6;0.0016161662200705892;tentativa;False;1.1667266151190843e-11;4.1511407174130473e-08;True;1
2412;0.782743809775519;False;100;69;0.69;0.00197147515070736;confirmada;True;1.1667266151190843e-11;2.5002098828082004e-08;True;2
2423;0.8421060345770286;False;100;75;0.75;0.002391235379792288;confirmada;True;1.1667266151190843e-11;1.9761370273966e-08;True;2
2433;0.9229304784359976;False;100;75;0.75;0.0025032350457693904;confirmada;True;1.1667266151190843e-11;1.5113780149573983e-08;True;2
2443;1.039429279394752;True;100;97;0.97;0.004827838741913557;confirmada;True;1.1667266151190843e-11;1.2339141230074744e-08;True;3
2449;1.112365888467342;True;100;95;0.95;0.005733678629985437;confirmada;True;1.1667266151190843e-11;1.5113780149573983e-08;True;3
