dia;celula_a;celula_b;tipo;regiao;bandas;bandas_sig;r_mediano;prop_sig
D10;CD202|NIRRIG;EMB48|IRRIG;cruzado;red edge;80;49;0.27841003005734405;0.6125
D10;CD202|NIRRIG;EMB48|NIRRIG;genotipo;NIR;570;269;0.15568234333818828;0.47192982456140353
D10;CD202|NIRRIG;EMB48|NIRRIG;genotipo;SWIR1;450;267;0.1785720309405705;0.5933333333333334
D10;CD202|NIRRIG;EMB48|NIRRIG;genotipo;SWIR2;651;334;0.16590965056478463;0.5130568356374808
D10;CD202|NIRRIG;EMB48|NIRRIG;genotipo;VIS;300;102;0.15170505719451194;0.34
D10;CD202|NIRRIG;EMB48|NIRRIG;genotipo;red edge;80;0;0.06826321728228174;0.0
D10;EMB48|IRRIG;EMB48|NIRRIG;estresse;NIR;570;338;0.187744139802518;0.5929824561403508
D10;EMB48|IRRIG;EMB48|NIRRIG;estresse;SWIR1;450;384;0.2628255619025306;0.8533333333333334
D10;EMB48|IRRIG;EMB48|NIRRIG;estresse;SWIR2;651;233;0.1266238037578591;0.3579109062980031
D10;EMB48|IRRIG;EMB48|NIRRIG;estresse;VIS;300;162;0.16420509936035188;0.54
D10;EMB48|IRRIG;EMB48|NIRRIG;estresse;red edge;80;57;0.3301959190301095;0.7125
