dia;genotipo;banda_nm;n_irrig;n_nirrig;H;p_valor;q_fdr;epsilon2;delta_cliff;significativa
D02;BR16;587;32;32;0.19633413461538463;0.6576962416751728;0.8691591441209919;0.0;-0.064453125;False
D02;BR16;588;32;32;0.18461538461538463;0.6674364917098823;0.8719186270681328;0.0;-0.0625;False
D02;BR16;589;32;32;0.17325721153846155;0.6772330970551881;0.8752394972023886;0.0;-0.060546875;False
D02;BR16;590;32;32;0.1622596153846154;0.6870846075255472;0.8818589049029395;0.0;-0.05859375;False
D02;BR16;591;32;32;0.15162259615384616;0.6969895449569337;0.882423183152266;0.0;-0.056640625;False
D02;BR16;592;32;32;0.13143028846153848;0.7169536520615256;0.8922766628508428;0.0;-0.052734375;False
D02;BR16;593;32;32;0.14134615384615384;0.7069464038541696;0.8868177824494813;0.0;-0.0546875;False
D02;BR16;594;32;32;0.1622596153846154;0.6870846075255472;0.8818589049029395;0.0;-0.05859375;False
D02;BR16;595;32;32;0.15162259615384616;0.6969895449569337;0.882423183152266;0.0;-0.056640625;False
D02;BR16;596;32;32;0.17325721153846155;0.6772330970551881;0.8752394972023886;0.0;-0.060546875;False
D02;BR16;597;32;32;0.17325721153846155;0.6772330970551881;0.8752394972023886;0.0;-0.060546875;False
D02;BR16;598;32;32;0.19633413461538463;0.6576962416751728;0.8691591441209919;0.0;-0.064453125;False
D02;BR16;599;32;32;0.20841346153846155;0.6480137685345133;0.8619171460857892;0.0;-0.06640625;False
D02;BR16;600;32;32;0.2208533653846154;0.6383904646698126;0.8608407909518643;0.0;-0.068359375;False
D02;BR16;601;32;32;0.27421875;0.6005157360603963;0.8271711045398743;0.0;-0.076171875;False
D02;BR16;602;32;32;0.30306490384615387;0.581967350664951;0.8070419447017001;0.0;-0.080078125;False
D02;BR16;603;32;32;0.3180288461538462;0.5727946511124926;0.7980990689074201;0.0;-0.08203125;False
D02;BR16;604;32;32;0.3490384615384616;0.5546579389558763;0.7823957584583923;0.0;-0.0859375;False
D02;BR16;605;32;32;0.36508413461538464;0.5456961060594328;0.7772379955054837;0.0;-0.087890625;False
D02;BR16;606;32;32;0.38149038461538465;0.5368066851174336;0.77100175852651;0.0;-0.08984375;False
D02;BR16;607;32;32;0.45072115384615385;0.5019926887245714;0.7526220793670291;0.0;-0.09765625;False
D02;BR16;608;32;32;0.4689302884615385;0.4934796978852013;0.7475087594996661;0.0;-0.099609375;False
D02;BR16;609;32;32;0.4689302884615385;0.4934796978852013;0.7475087594996661;0.0;-0.099609375;False
D02;BR16;610;32;32;0.48750000000000004;0.48504462162039286;0.7435175776856695;0.0;-0.1015625;False
D02;BR16;611;32;32;0.5453725961538461;0.46021463757299186;0.7277565317364736;0.0;-0.107421875;False
D02;BR16;612;32;32;0.5257211538461539;0.4684113514129006;0.7339279463314431;0.0;-0.10546875;False
D02;BR16;613;32;32;0.5453725961538461;0.46021463757299186;0.7277565317364736;0.0;-0.107421875;False
D02;BR16;614;32;32;0.5064302884615385;0.4766882534921879;0.7406724302367252;0.0;-0.103515625;False
D02;BR16;615;32;32;0.5257211538461539;0.4684113514129006;0.7339279463314431;0.0;-0.10546875;False
D02;BR16;616;32;32;0.5257211538461539;0.4684113514129006;0.7339279463314431;0.0;-0.10546875;False
D02;BR16;617;32;32;0.5257211538461539;0.4684113514129006;0.7339279463314431;0.0;-0.10546875;False
D02;BR16;618;32;32;0.5257211538461539;0.4684113514129006;0.7339279463314431;0.0;-0.10546875;False
D02;BR16;619;32;32;0.5064302884615385;0.4766882534921879;0.7406724302367252;0.0;-0.103515625;False
D02;BR16;620;32;32;0.48750000000000004;0.48504462162039286;0.7435175776856695;0.0;-0.1015625;False
D02;BR16;621;32;32;0.48750000000000004;0.48504462162039286;0.7435175776856695;0.0;-0.1015625;False
D02;BR16;622;32;32;0.4689302884615385;0.4934796978852013;0.7475087594996661;0.0;-0.099609375;False
D02;BR16;623;32;32;0.45072115384615385;0.5019926887245714;0.7526220793670291;0.0;-0.09765625;False
D02;BR16;624;32;32;0.43287259615384616;0.5105827650253674;0.7550146006251106;0.0;-0.095703125;False
D02;BR16;625;32;32;0.45072115384615385;0.5019926887245714;0.7526220793670291;0.0;-0.09765625;False
D02;BR16;626;32;32;0.43287259615384616;0.5105827650253674;0.7550146006251106;0.0;-0.095703125;False
D02;BR16;627;32;32;0.43287259615384616;0.5105827650253674;0.7550146006251106;0.0;-0.095703125;False
D02;BR16;628;32;32;0.4153846153846154;0.5192490622486565;0.7606998761942818;0.0;-0.09375;False
D02;BR16;629;32;32;0.4153846153846154;0.5192490622486565;0.7606998761942818;0.0;-0.09375;False
D02;BR16;630;32;32;0.4153846153846154;0.5192490622486565;0.7606998761942818;0.0;-0.09375;False
D02;BR16;631;32;32;0.4153846153846154;0.5192490622486565;0.7606998761942818;0.0;-0.09375;False
D02;BR16;632;32;32;0.4153846153846154;0.5192490622486565;0.7606998761942818;0.0;-0.09375;False
D02;BR16;633;32;32;0.4153846153846154;0.5192490622486565;0.7606998761942818;0.0;-0.09375;False
D02;BR16;634;32;32;0.4153846153846154;0.5192490622486565;0.7606998761942818;0.0;-0.09375;False
D02;BR16;635;32;32;0.39825721153846155;0.527990680581799;0.765847868368649;0.0;-0.091796875;False
D02;BR16;636;32;32;0.38149038461538465;0.5368066851174336;0.77100175852651;0.0;-0.08984375;False
D02;BR16;637;32;32;0.36508413461538464;0.5456961060594328;0.7772379955054837;0.0;-0.087890625;False
D02;BR16;638;32;32;0.39825721153846155;0.527990680581799;0.765847868368649;0.0;-0.091796875;False
D02;BR16;639;32;32;0.43287259615384616;0.5105827650253674;0.7550146006251106;0.0;-0.095703125;False
D02;BR16;640;32;32;0.43287259615384616;0.5105827650253674;0.7550146006251106;0.0;-0.095703125;False
D02;BR16;641;32;32;0.48750000000000004;0.48504462162039286;0.7435175776856695;0.0;-0.1015625;False
D02;BR16;642;32;32;0.48750000000000004;0.48504462162039286;0.7435175776856695;0.0;-0.1015625;False
D02;BR16;643;32;32;0.5257211538461539;0.4684113514129006;0.7339279463314431;0.0;-0.10546875;False
D02;BR16;644;32;32;0.5453725961538461;0.46021463757299186;0.7277565317364736;0.0;-0.107421875;False
D02;BR16;645;32;32;0.5453725961538461;0.46021463757299186;0.7277565317364736;0.0;-0.107421875;False
D02;BR16;646;32;32;0.5653846153846154;0.45209879839525957;0.7215989381390485;0.0;-0.109375;False
