data_etr;coleta_espectral;banda_nm;vip_selecao;vip_modelo_final;rho_spearman_etr;p_spearman_etr;indice_X
02/03;D09M;1630;1.0316674370970536;1.00427943586183;-0.6723200854738336;0.000319773595956836;1280
02/03;D09M;1494;1.031548795751604;1.004163944125643;-0.6975429606080396;0.00015138489515006254;1144
02/03;D09M;759;1.0304130023336693;1.0030583029742377;-0.7266797301596222;5.7834981197493036e-05;409
02/03;D09M;760;1.0303789077052794;1.0030251134667143;-0.7266797301596222;5.7834981197493036e-05;410
02/03;D09M;1345;1.0286480003708112;1.0013401570758445;-0.6849315230409366;0.00022201334888184972;995
02/03;D09M;1018;1.028023453795329;1.0007321905355224;-0.7071102580727384;0.00011176482281294238;668
02/03;D09M;1039;1.0277936876345304;1.0005085240495508;-0.7071102580727384;0.00011176482281294238;689
02/03;D09M;1330;1.0274412094206395;1.0001654031861105;-0.688410540300827;0.00020013025742214772;980
02/03;D09M;1640;1.0274410546870798;1.0001652525603115;-0.6723200854738336;0.000319773595956836;1290
02/03;D09M;1027;1.027396104281861;1.0001214954676947;-0.7071102580727384;0.00011176482281294238;677
02/03;D09M;1200;1.0268855705356699;0.9996245150220815;-0.7045009951278206;0.00012154749823656407;850
02/03;D09M;1190;1.0268660935218576;0.9996055550707055;-0.7045009951278206;0.00012154749823656407;840
02/03;D09M;1188;1.0265793998636665;0.9993264723595912;-0.7045009951278206;0.00012154749823656407;838
02/03;D09M;1350;1.0265619216445292;0.9993094581402565;-0.695368574820608;0.00016193490352465616;1000
02/03;D09M;1210;1.0253918193169624;0.9981704188886774;-0.7001522235529575;0.00013952116383092675;860
02/03;D09M;1650;1.0247877550318858;0.99758239088893;-0.6649271737965664;0.0003929409470605732;1300
02/03;D09M;1170;1.0244819967010588;0.9972847496210644;-0.694063943348149;0.0001685682288070846;820
02/03;D09M;1320;1.0242438173383852;0.9970528932811447;-0.688410540300827;0.00020013025742214772;970
02/03;D09M;1050;1.024228279889628;0.9970377683099461;-0.6988475920804984;0.0001453473308167379;700
02/03;D09M;1220;1.0241052192735125;0.996917974622867;-0.7001522235529575;0.00013952116383092675;870
02/03;D09M;1316;1.0238332040637868;0.9966531806868115;-0.688410540300827;0.00020013025742214772;966
02/03;D09M;1049;1.023661851321798;0.9964863769001747;-0.6988475920804984;0.0001453473308167379;699
02/03;D09M;1230;1.0236549470449205;0.9964796559133156;-0.6984127149230122;0.00014733604765777863;880
02/03;D09M;1150;1.0236241569398714;0.996449683202908;-0.7053707494427931;0.0001182065613023784;800
02/03;D09M;749;1.0233028841459453;0.9961369393392947;-0.7136334154350329;9.026040198096869e-05;399
02/03;D09M;1160;1.0232505536538326;0.9960859980812813;-0.6975429606080396;0.00015138489515006254;810
02/03;D09M;1140;1.023052528937372;0.9958932303895012;-0.7053707494427931;0.0001182065613023784;790
02/03;D09M;1139;1.0226645348043337;0.9955155364592345;-0.7053707494427931;0.0001182065613023784;789
02/03;D09M;1240;1.0225074904477804;0.9953626612088066;-0.6984127149230122;0.00014733604765777863;890
02/03;D09M;1364;1.022322686343776;0.995182763157709;-0.6775386113636693;0.00027553892866133563;1014
02/03;D09M;1060;1.0220976100812467;0.9949636620657962;-0.6901500489307723;0.00018991188915961542;710
02/03;D09M;1255;1.021671052065466;0.9945484280203601;-0.7053707494427931;0.0001182065613023784;905
02/03;D09M;1301;1.0215312104690877;0.9944122988430004;-0.6958034519780943;0.00015977501709886057;951
02/03;D09M;1260;1.0212668267286291;0.9941549337811875;-0.7053707494427931;0.0001182065613023784;910
02/03;D09M;1480;1.0210694900667463;0.9939628358779834;-0.6871059088283681;0.00020810535319031327;1130
02/03;D09M;1299;1.0209438951774523;0.9938405751958762;-0.6879756631433407;0.0002027584967460016;949
02/03;D09M;1270;1.0209309371146078;0.9938279611348178;-0.7053707494427931;0.0001182065613023784;920
02/03;D09M;1660;1.0206304550518313;0.9935354560642486;-0.6610132793791895;0.0004372491547191156;1310
02/03;D09M;1281;1.0204100179953077;0.993320871019875;-0.6966732062930668;0.00015553056685700125;931
02/03;D09M;1070;1.0200773927825395;0.992997076113667;-0.6901500489307723;0.00018991188915961542;720
02/03;D09M;1126;1.0189341411820938;0.9918841747744779;-0.6910198032457449;0.00018497552501238696;776
02/03;D09M;1370;1.0185217046723243;0.9914826873469732;-0.6723200854738336;0.000319773595956836;1020
02/03;D09M;1080;1.0181044699177195;0.9910765290551544;-0.6901500489307723;0.00018991188915961542;730
02/03;D09M;1476;1.0174016004721824;0.9903923189067421;-0.6871059088283681;0.00020810535319031327;1126
02/03;D09M;1670;1.0168331514972426;0.989838960726246;-0.6610132793791895;0.0004372491547191156;1320
02/03;D09M;1110;1.0147762742950348;0.987836688092651;-0.6918895575607177;0.00018015142902865115;760
02/03;D09M;1102;1.0145307144694655;0.9875976472213148;-0.6918895575607177;0.00018015142902865115;752
02/03;D09M;1093;1.014437342978771;0.987506754493069;-0.6918895575607177;0.00018015142902865115;743
02/03;D09M;1680;1.013186865278524;0.9862894736192096;-0.66449229663908;0.00039766354294567044;1330
02/03;D09M;1831;1.0122514659844684;0.9853789066655959;-0.6705805768438884;0.00033582884655308494;1481
02/03;D09M;1690;1.0105629695031706;0.9837352352335849;-0.6627527880091348;0.0004170494928981449;1340
02/03;D09M;1840;1.0084921681739072;0.9817194081211325;-0.6705805768438884;0.00033582884655308494;1490
02/03;D09M;1383;1.0081520073917036;0.981388277694631;-0.6731898397888063;0.0003119990429262692;1033
02/03;D09M;1702;1.0076294286486907;0.9808795720145299;-0.6501413504420319;0.0005837629876363063;1352
02/03;D09M;1710;1.0042136075779429;0.9775544318244043;-0.6501413504420319;0.0005837629876363063;1360
02/03;D09M;1735;1.0008632296686266;0.9742929974554375;-0.66449229663908;0.00039766354294567044;1385
02/03;D09M;1764;1.0006316757638485;0.9740675906852903;-0.6692759453714295;0.0003483251799196553;1414
02/03;D09M;1748;1.0006005625091718;0.9740373034040107;-0.6753642255762378;0.00029327690239996446;1398
02/03;D09M;1770;1.0004943100273993;0.9739338716404242;-0.6692759453714295;0.0003483251799196553;1420
02/03;D09M;1724;1.0002873424926806;0.9737323985382067;-0.6575342621192992;0.00048020379921081494;1374
