seed;fold;dia;classe_real_nirrig;classe_predita_nirrig;score_plsda
42;4;D02;0;1;0.5233777890889565
42;4;D02;0;0;0.37622489824530814
42;4;D02;0;1;0.5103335699204419
42;4;D02;1;1;0.5151910643294957
42;4;D02;1;1;0.9174103985465812
42;4;D02;1;1;0.5520517458658374
42;4;D02;1;0;0.39637858236628104
42;4;D02;0;0;0.44880748190139397
42;4;D02;0;0;0.4283079529600714
42;4;D02;0;0;0.44982252815278495
42;4;D02;0;1;0.6074445046071285
42;4;D02;1;0;0.4114037687288126
42;4;D02;1;0;0.4063305156537682
42;4;D03;0;0;0.44498831550856066
42;4;D03;0;0;0.4076137782031619
42;4;D03;1;1;0.9009437693321176
42;4;D03;1;1;1.0747989312334578
42;4;D03;0;0;0.44849284326332095
42;4;D03;0;0;0.4509025717212775
42;4;D03;1;1;0.6514028746855183
42;4;D03;1;1;0.9205481415625402
42;4;D03;1;1;0.917098805847788
42;4;D03;0;0;0.3002532364743554
42;4;D03;0;0;0.27534189558877525
42;4;D03;0;0;0.23384745890360104
42;4;D03;0;0;0.22786591044841686
42;4;D03;1;1;1.131334537984285
42;4;D03;1;1;0.8023038933380113
42;4;D04;0;0;-0.09069013731315445
42;4;D04;1;1;0.5113367022882405
42;4;D04;0;0;-0.0431626513056903
42;4;D04;1;1;0.5658285768016862
42;4;D04;1;1;0.6262321973831878
42;4;D04;1;1;0.6169295803491077
42;4;D04;0;0;-0.05141031724874923
42;4;D04;0;0;0.09115339602150452
42;4;D04;0;0;0.06723520161810514
42;4;D04;1;0;0.12117192556529488
42;4;D04;1;0;0.332217343414612
42;4;D04;0;0;0.3963751841164319
42;4;D04;1;1;0.5984147776982606
42;4;D04;1;0;0.4409968821621336
42;4;D05;0;0;0.03451293494539398
42;4;D05;1;1;0.7632287303127218
42;4;D05;0;0;0.20486107955308036
42;4;D05;0;0;0.29993801757457417
42;4;D05;1;1;0.8978200755387687
42;4;D05;1;1;0.507615459049578
42;4;D05;1;1;0.5327716961019839
42;4;D05;0;0;-0.11247056640356268
42;4;D05;0;0;0.1547465219681604
42;4;D05;1;1;1.0716969889718369
42;4;D05;0;0;0.021620447234819373
42;4;D06;0;0;-0.08882308157827623
42;4;D06;0;0;-0.06180414452323646
42;4;D06;0;0;-0.1025601721412398
42;4;D06;0;0;-0.11262069233091854
42;4;D06;1;1;0.5731638919044797
42;4;D06;0;0;-0.015530654414764977
42;4;D06;0;0;-0.04951752362442141
42;4;D06;1;1;0.831852808667101
42;4;D06;1;1;0.7390757558906007
42;4;D06;1;1;0.7552258736834687
42;4;D06;0;1;0.5582192194205892
42;4;D06;0;1;0.5003825434465667
42;4;D06;0;0;0.4493987118967918
42;4;D06;1;1;0.9105154835621986
