genotipo;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
EMB48;896;56;0.9300905894099419;0.002999527753443298;0.019291832326689975;False;False
EMB48;897;56;0.9302158274002956;0.0030349282828698947;0.019291832326689975;False;False
EMB48;898;56;0.9302908846958392;0.003056355180057238;0.019291832326689975;False;False
EMB48;899;56;0.9304204173328902;0.0030937091184640537;0.019291832326689975;False;False
EMB48;900;56;0.930566889654833;0.0031365282359137763;0.019291832326689975;False;False
EMB48;901;56;0.9306919719272508;0.003173588557136861;0.019291832326689975;False;False
EMB48;902;56;0.9307622101003978;0.003194601262579186;0.019291832326689975;False;False
EMB48;903;56;0.9307726629998974;0.0031977408980001223;0.019291832326689975;False;False
EMB48;904;56;0.930952615942634;0.0032523043419655307;0.019291832326689975;False;False
EMB48;905;56;0.9312973252875524;0.003359580589224424;0.019291832326689975;False;False
EMB48;906;56;0.9315048053837989;0.003425941441653025;0.019291832326689975;False;False
EMB48;907;56;0.9316425029138947;0.003470744046009904;0.019291832326689975;False;False
EMB48;908;56;0.9318726081403379;0.0035469959670341848;0.019291832326689975;False;False
EMB48;909;56;0.9321404246255189;0.0036379718297319093;0.019291832326689975;False;False
EMB48;910;56;0.9322984523665662;0.0036928028983097693;0.019291832326689975;False;False
EMB48;911;56;0.9324483335121221;0.003745611827026388;0.019291832326689975;False;False
EMB48;912;56;0.9324803745882628;0.003757003958829821;0.019291832326689975;False;False
EMB48;913;56;0.9325205097158753;0.003771325406725019;0.019291832326689975;False;False
EMB48;914;56;0.9327206905118424;0.003843619395290608;0.019291832326689975;False;False
EMB48;915;56;0.9329140802556439;0.003914847591496515;0.019291832326689975;False;False
EMB48;916;56;0.9329730870132767;0.003936856280432164;0.019291832326689975;False;False
EMB48;917;56;0.9330216379398183;0.0039550627664154065;0.019291832326689975;False;False
EMB48;918;56;0.9331885418854302;0.0040183304581294385;0.019291832326689975;False;False
EMB48;919;56;0.9334458491558808;0.004117962705942695;0.019291832326689975;False;False
EMB48;920;56;0.9335569136702131;0.0041617684644906896;0.019291832326689975;False;False
EMB48;921;56;0.933813966838546;0.004265046667112237;0.019421277391413617;False;False
EMB48;922;56;0.9341309011660827;0.004396109568008364;0.019686508130971954;False;False
EMB48;923;56;0.9344272709914577;0.004522506384887368;0.019862228255683068;False;False
EMB48;924;56;0.9346671289923809;0.004627600128282901;0.020068875558468882;False;False
EMB48;925;56;0.9347811088055892;0.004678438042989281;0.020068875558468882;False;False
EMB48;926;56;0.9347509962991915;0.004664950240782439;0.020068875558468882;False;False
EMB48;927;56;0.9347546258437102;0.004666573792710028;0.020068875558468882;False;False
EMB48;928;56;0.9349243159072311;0.004743146299480672;0.020068875558468882;False;False
EMB48;929;56;0.9351119730319495;0.004829367845321045;0.020068875558468882;False;False
EMB48;930;56;0.9350837405745664;0.0048162914077305675;0.020068875558468882;False;False
EMB48;931;56;0.9352118314052321;0.004875919739862037;0.02008134816557638;False;False
EMB48;932;56;0.9354153989908364;0.004972286685702389;0.020172253809996227;False;False
EMB48;933;56;0.9355165767042315;0.005020926556460691;0.020209376182013437;False;False
