dia;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
D02;458;192;0.97551772890799;0.0019090337336797186;0.00802341841757603;False;False
D02;459;192;0.9754115378072239;0.0018494960488951327;0.007844081809235728;False;False
D02;460;192;0.9752930317493105;0.0017853396686751783;0.007644533737897267;False;False
D02;461;192;0.9750737606475874;0.0016726926771896125;0.007532194601241202;False;False
D02;462;192;0.9749864240191933;0.0016299180154764497;0.007532194601241202;False;False
D02;463;192;0.974910735896516;0.001593773844663127;0.007532194601241202;False;False
D02;464;192;0.9748833248050458;0.0015808915781614962;0.007532194601241202;False;False
D02;465;192;0.9749299903674473;0.0016028884006662623;0.007532194601241202;False;False
D02;466;192;0.9750453020573708;0.0016586270808382315;0.007532194601241202;False;False
D02;467;192;0.9751330576114178;0.001702402327035074;0.007532194601241202;False;False
D02;468;192;0.975169376069397;0.0017208710756644826;0.007532194601241202;False;False
D02;469;192;0.9751948612773692;0.0017339558912503972;0.007532194601241202;False;False
D02;470;192;0.9751516352606406;0.0017118234396121396;0.007532194601241202;False;False
D02;471;192;0.9750230984158126;0.0016477389108883827;0.007532194601241202;False;False
D02;472;192;0.9748980923283296;0.0015878182150674833;0.007532194601241202;False;False
D02;473;192;0.9748659958208626;0.0015728037863706012;0.007532194601241202;False;False
D02;474;192;0.9749559658506951;0.0016152709799720276;0.007532194601241202;False;False
D02;475;192;0.9750900992363281;0.001680824306638796;0.007532194601241202;False;False
D02;476;192;0.9751929892863901;0.0017329912276824058;0.007532194601241202;False;False
D02;477;192;0.9752078949769476;0.0017406879265246186;0.007532194601241202;False;False
D02;478;192;0.97522215774841;0.0017480861190593915;0.007532194601241202;False;False
D02;479;192;0.9752479235459752;0.0017615344786650114;0.007574228963819578;False;False
D02;480;192;0.9751756353670415;0.0017240751778477563;0.007532194601241202;False;False
D02;481;192;0.9750326780084225;0.0016524273317264832;0.007532194601241202;False;False
D02;482;192;0.9749204191428261;0.00159835084117562;0.007532194601241202;False;False
D02;483;192;0.9749447153054934;0.0016098955783077175;0.007532194601241202;False;False
D02;484;192;0.9749262044449225;0.0016010919487083792;0.007532194601241202;False;False
D02;485;192;0.974918539591432;0.0015974613562945565;0.007532194601241202;False;False
D02;486;192;0.9749588085324068;0.0016166321545033635;0.007532194601241202;False;False
D02;487;192;0.9750222884855103;0.0016473431551690654;0.007532194601241202;False;False
D02;488;192;0.9750778196122247;0.0016747089539259617;0.007532194601241202;False;False
D02;489;192;0.9751310845530246;0.0017014049382223046;0.007532194601241202;False;False
D02;490;192;0.9752195493668405;0.001746730681753114;0.007532194601241202;False;False
D02;491;192;0.9754337361898657;0.001861779417135795;0.007857015606060731;False;False
D02;492;192;0.9757525180701557;0.0020478961275818743;0.008383702510320208;False;False
D02;493;192;0.9760680130734344;0.0022513200974618613;0.009107411281842757;False;False
D02;494;192;0.9762815454831099;0.002400899145458699;0.009561639121040372;False;False
