genotipo;dia;limiar_agrupamento_abs_rho;correlacao_maxima_aceita_top;posicao;banda_nm;p_valor;q_fdr;epsilon2;delta_cliff;grupo_spearman;vip_pls_da;significativa;vip_acima_de_1;abs_delta_cliff;rho_abs_max_outro_top;distancia_min_outro_top_nm
BR16;D10;0.95;0.95;2;1393;4.216549447865922e-05;0.0057568326799681;0.2543763570099256;-0.595703125;105;1.467709059385491;True;True;0.595703125;0.9152014652014657;24.0
BR16;D10;0.95;0.95;3;1943;0.000137117000352;0.0057568326799681;0.2184088089330025;0.5546875;163;1.4536344854483696;True;True;0.5546875;0.8978021978021978;15.0
BR16;D10;0.95;0.95;4;1913;0.0042366267872108;0.0133681869854913;0.1157985034119106;0.416015625;160;1.4321328337920896;True;True;0.416015625;0.919184981684982;15.0
BR16;D10;0.95;0.95;5;1417;0.0003370135191116;0.0057568326799681;0.1911707118486352;-0.521484375;108;1.4155011033878715;True;True;0.521484375;0.9152014652014657;24.0
CD202;D02;0.8;0.8;1;1360;0.0038913442582605;0.0047563450975521;0.1182876473325062;-0.419921875;96;2.122211228263903;True;True;0.419921875;0.739697802197802;18.0
CD202;D02;0.8;0.8;2;1342;1.0213278480687963e-06;2.9924905948415733e-05;0.3691532258064516;-0.7109375;94;1.8998966960037442;True;True;0.7109375;0.739697802197802;18.0
CD202;D02;0.8;0.8;3;1929;0.0032763360815549;0.0041225554007786;0.1233357242555831;0.427734375;152;1.7468659123227153;True;True;0.427734375;0.6841575091575097;328.0
CD202;D02;0.8;0.8;4;1601;1.1346271195482785e-07;8.19899178129774e-06;0.4375726969602978;0.771484375;120;1.5000578237296864;True;True;0.771484375;0.7595695970695974;202.0
CD202;D02;0.8;0.8;5;1399;0.0454305602349821;0.0461963703728053;0.0484287763647642;0.291015625;99;1.4698784943237437;True;True;0.291015625;0.7595695970695974;39.0
CD202;D02;0.9;0.9;1;1356;0.0001997585576739;0.0009124828547646;0.2069895704094292;-0.541015625;96;2.1269624294288945;True;True;0.541015625;0.8350274725274724;14.0
CD202;D02;0.9;0.9;2;1342;1.0213278480687963e-06;2.9924905948415733e-05;0.3691532258064516;-0.7109375;94;1.9067790779791487;True;True;0.7109375;0.8350274725274724;14.0
CD202;D02;0.9;0.9;3;1929;0.0032763360815549;0.0041225554007786;0.1233357242555831;0.427734375;153;1.7508111777762807;True;True;0.427734375;0.7198260073260079;328.0
CD202;D02;0.9;0.9;4;1601;1.1346271195482785e-07;8.19899178129774e-06;0.4375726969602978;0.771484375;120;1.5008430912746036;True;True;0.771484375;0.7582417582417588;197.0
CD202;D02;0.9;0.9;5;1404;0.0286240283844173;0.0292079016002189;0.06113038926799;0.318359375;100;1.3918080126477024;True;True;0.318359375;0.7582417582417588;48.0
CD202;D02;0.95;0.95;1;1584;1.2211680465352746e-07;8.19899178129774e-06;0.4352783808933002;0.76953125;121;1.3306220212183146;True;True;0.76953125;0.9449633699633704;55.0
CD202;D02;0.95;0.95;2;1331;2.0020974900728697e-06;4.830943473105242e-05;0.348274658808933;-0.69140625;94;1.3284537043624096;True;True;0.69140625;0.9468406593406596;22.0
CD202;D02;0.95;0.95;3;1529;2.2057048175485678e-05;0.0001824153459996;0.2742400744416873;0.6171875;115;1.2286302645515126;True;True;0.6171875;0.9449633699633704;55.0
